OrderID,ProductID,UnitPrice,Quantity,Discount
10521,35,HK$18.00 ,3,0
10521,41,HK$9.65 ,10,0
10521,68,HK$12.50 ,6,0
10522,1,HK$18.00 ,40,0.200000003
10522,8,HK$40.00 ,24,0
10522,30,HK$25.89 ,20,0.200000003
10522,40,HK$18.40 ,25,0.200000003
10523,17,HK$39.00 ,25,0.100000001
10523,20,HK$81.00 ,15,0.100000001
10523,37,HK$26.00 ,18,0.100000001
10523,41,HK$9.65 ,6,0.100000001
10524,10,HK$31.00 ,2,0
10524,30,HK$25.89 ,10,0
10524,43,HK$46.00 ,60,0
10524,54,HK$7.45 ,15,0
10525,36,HK$19.00 ,30,0
10525,40,HK$18.40 ,15,0.100000001
10526,1,HK$18.00 ,8,0.150000006
10526,13,HK$6.00 ,10,0
10526,56,HK$38.00 ,30,0.150000006
10527,4,HK$22.00 ,50,0.100000001
10527,36,HK$19.00 ,30,0.100000001
10528,11,HK$21.00 ,3,0
10528,33,HK$2.50 ,8,0.200000003
10528,72,HK$34.80 ,9,0
10529,55,HK$24.00 ,14,0
10529,68,HK$12.50 ,20,0
10529,69,HK$36.00 ,10,0
10530,17,HK$39.00 ,40,0
10530,43,HK$46.00 ,25,0
10530,61,HK$28.50 ,20,0
10530,76,HK$18.00 ,50,0
10531,59,HK$55.00 ,2,0
10532,30,HK$25.89 ,15,0
10532,66,HK$17.00 ,24,0
10533,4,HK$22.00 ,50,0.050000001
10533,72,HK$34.80 ,24,0
10533,73,HK$15.00 ,24,0.050000001
10534,30,HK$25.89 ,10,0
10534,40,HK$18.40 ,10,0.200000003
10534,54,HK$7.45 ,10,0.200000003
10535,11,HK$21.00 ,50,0.100000001
10535,40,HK$18.40 ,10,0.100000001
10535,57,HK$19.50 ,5,0.100000001
10535,59,HK$55.00 ,15,0.100000001
10536,12,HK$38.00 ,15,0.25
10536,31,HK$12.50 ,20,0
10536,33,HK$2.50 ,30,0
10536,60,HK$34.00 ,35,0.25
10537,31,HK$12.50 ,30,0
10537,51,HK$53.00 ,6,0
10537,58,HK$13.25 ,20,0
10537,72,HK$34.80 ,21,0
10537,73,HK$15.00 ,9,0
10538,70,HK$15.00 ,7,0
10538,72,HK$34.80 ,1,0
10539,13,HK$6.00 ,8,0
10539,21,HK$10.00 ,15,0
10539,33,HK$2.50 ,15,0
10539,49,HK$20.00 ,6,0
10540,3,HK$10.00 ,60,0
10540,26,HK$31.23 ,40,0
10540,38,HK$263.50 ,30,0
10540,68,HK$12.50 ,35,0
10541,24,HK$4.50 ,35,0.100000001
10541,38,HK$263.50 ,4,0.100000001
10541,65,HK$21.05 ,36,0.100000001
10541,71,HK$21.50 ,9,0.100000001
10542,11,HK$21.00 ,15,0.050000001
10542,54,HK$7.45 ,24,0.050000001
10543,12,HK$38.00 ,30,0.150000006
10543,23,HK$9.00 ,70,0.150000006
10544,28,HK$45.60 ,7,0
10544,67,HK$14.00 ,7,0
10545,11,HK$21.00 ,10,0
10546,7,HK$30.00 ,10,0
10546,35,HK$18.00 ,30,0
10546,62,HK$49.30 ,40,0
10547,32,HK$32.00 ,24,0.150000006
10547,36,HK$19.00 ,60,0
10548,34,HK$14.00 ,10,0.25
10548,41,HK$9.65 ,14,0
10549,31,HK$12.50 ,55,0.150000006
10549,45,HK$9.50 ,100,0.150000006
10549,51,HK$53.00 ,48,0.150000006
10550,17,HK$39.00 ,8,0.100000001
10550,19,HK$9.20 ,10,0
10550,21,HK$10.00 ,6,0.100000001
10550,61,HK$28.50 ,10,0.100000001
10551,16,HK$17.45 ,40,0.150000006
10551,35,HK$18.00 ,20,0.150000006
10551,44,HK$19.45 ,40,0
10552,69,HK$36.00 ,18,0
10552,75,HK$7.75 ,30,0
10553,11,HK$21.00 ,15,0
10553,16,HK$17.45 ,14,0
10553,22,HK$21.00 ,24,0
10553,31,HK$12.50 ,30,0
10553,35,HK$18.00 ,6,0
10554,16,HK$17.45 ,30,0.050000001
10554,23,HK$9.00 ,20,0.050000001
10554,62,HK$49.30 ,20,0.050000001
10554,77,HK$13.00 ,10,0.050000001
10555,14,HK$23.25 ,30,0.200000003
10555,19,HK$9.20 ,35,0.200000003
10555,24,HK$4.50 ,18,0.200000003
10555,51,HK$53.00 ,20,0.200000003
10555,56,HK$38.00 ,40,0.200000003
10556,72,HK$34.80 ,24,0
10557,64,HK$33.25 ,30,0
10557,75,HK$7.75 ,20,0
10558,47,HK$9.50 ,25,0
10558,51,HK$53.00 ,20,0
10558,52,HK$7.00 ,30,0
10558,53,HK$32.80 ,18,0
10558,73,HK$15.00 ,3,0
10559,41,HK$9.65 ,12,0.050000001
10559,55,HK$24.00 ,18,0.050000001
10560,30,HK$25.89 ,20,0
10560,62,HK$49.30 ,15,0.25
10561,44,HK$19.45 ,10,0
10561,51,HK$53.00 ,50,0
10562,33,HK$2.50 ,20,0.100000001
10562,62,HK$49.30 ,10,0.100000001
10563,36,HK$19.00 ,25,0
10563,52,HK$7.00 ,70,0
10564,17,HK$39.00 ,16,0.050000001
10564,31,HK$12.50 ,6,0.050000001
10564,55,HK$24.00 ,25,0.050000001
10565,24,HK$4.50 ,25,0.100000001
10565,64,HK$33.25 ,18,0.100000001
10566,11,HK$21.00 ,35,0.150000006
10566,18,HK$62.50 ,18,0.150000006
10566,76,HK$18.00 ,10,0
10567,31,HK$12.50 ,60,0.200000003
10567,51,HK$53.00 ,3,0
10567,59,HK$55.00 ,40,0.200000003
10568,10,HK$31.00 ,5,0
10569,31,HK$12.50 ,35,0.200000003
10569,76,HK$18.00 ,30,0
10570,11,HK$21.00 ,15,0.050000001
10570,56,HK$38.00 ,60,0.050000001
10571,14,HK$23.25 ,11,0.150000006
10571,42,HK$14.00 ,28,0.150000006
10572,16,HK$17.45 ,12,0.100000001
10572,32,HK$32.00 ,10,0.100000001
10572,40,HK$18.40 ,50,0
10572,75,HK$7.75 ,15,0.100000001
10573,17,HK$39.00 ,18,0
10573,34,HK$14.00 ,40,0
10573,53,HK$32.80 ,25,0
10574,33,HK$2.50 ,14,0
10574,40,HK$18.40 ,2,0
10574,62,HK$49.30 ,10,0
10574,64,HK$33.25 ,6,0
10575,59,HK$55.00 ,12,0
10575,63,HK$43.90 ,6,0
10575,72,HK$34.80 ,30,0
10575,76,HK$18.00 ,10,0
10576,1,HK$18.00 ,10,0
10576,31,HK$12.50 ,20,0
10576,44,HK$19.45 ,21,0
10577,39,HK$18.00 ,10,0
10577,75,HK$7.75 ,20,0
10577,77,HK$13.00 ,18,0
10578,35,HK$18.00 ,20,0
10578,57,HK$19.50 ,6,0
10579,15,HK$15.50 ,10,0
10579,75,HK$7.75 ,21,0
10580,14,HK$23.25 ,15,0.050000001
10580,41,HK$9.65 ,9,0.050000001
10580,65,HK$21.05 ,30,0.050000001
10581,75,HK$7.75 ,50,0.200000003
10582,57,HK$19.50 ,4,0
10582,76,HK$18.00 ,14,0
10583,29,HK$123.79 ,10,0
10583,60,HK$34.00 ,24,0.150000006
10583,69,HK$36.00 ,10,0.150000006
10584,31,HK$12.50 ,50,0.050000001
10585,47,HK$9.50 ,15,0
10586,52,HK$7.00 ,4,0.150000006
10587,26,HK$31.23 ,6,0
10587,35,HK$18.00 ,20,0
10587,77,HK$13.00 ,20,0
10588,18,HK$62.50 ,40,0.200000003
10588,42,HK$14.00 ,100,0.200000003
10589,35,HK$18.00 ,4,0
10590,1,HK$18.00 ,20,0
10590,77,HK$13.00 ,60,0.050000001
10591,3,HK$10.00 ,14,0
10591,7,HK$30.00 ,10,0
10591,54,HK$7.45 ,50,0
10592,15,HK$15.50 ,25,0.050000001
10592,26,HK$31.23 ,5,0.050000001
10593,20,HK$81.00 ,21,0.200000003
10593,69,HK$36.00 ,20,0.200000003
10593,76,HK$18.00 ,4,0.200000003
10594,52,HK$7.00 ,24,0
10594,58,HK$13.25 ,30,0
10595,35,HK$18.00 ,30,0.25
10595,61,HK$28.50 ,120,0.25
10595,69,HK$36.00 ,65,0.25
10596,56,HK$38.00 ,5,0.200000003
10596,63,HK$43.90 ,24,0.200000003
10596,75,HK$7.75 ,30,0.200000003
10597,24,HK$4.50 ,35,0.200000003
10597,57,HK$19.50 ,20,0
10597,65,HK$21.05 ,12,0.200000003
10598,27,HK$43.90 ,50,0
10598,71,HK$21.50 ,9,0
10599,62,HK$49.30 ,10,0
10600,54,HK$7.45 ,4,0
10600,73,HK$15.00 ,30,0
10601,13,HK$6.00 ,60,0
10601,59,HK$55.00 ,35,0
10602,77,HK$13.00 ,5,0.25
10603,22,HK$21.00 ,48,0
10603,49,HK$20.00 ,25,0.050000001
10604,48,HK$12.75 ,6,0.100000001
10604,76,HK$18.00 ,10,0.100000001
10605,16,HK$17.45 ,30,0.050000001
10605,59,HK$55.00 ,20,0.050000001
10605,60,HK$34.00 ,70,0.050000001
10605,71,HK$21.50 ,15,0.050000001
10606,4,HK$22.00 ,20,0.200000003
10606,55,HK$24.00 ,20,0.200000003
10606,62,HK$49.30 ,10,0.200000003
10607,7,HK$30.00 ,45,0
10607,17,HK$39.00 ,100,0
10607,33,HK$2.50 ,14,0
10607,40,HK$18.40 ,42,0
10607,72,HK$34.80 ,12,0
10608,56,HK$38.00 ,28,0
10609,1,HK$18.00 ,3,0
10609,10,HK$31.00 ,10,0
10609,21,HK$10.00 ,6,0
10610,36,HK$19.00 ,21,0.25
10611,1,HK$18.00 ,6,0
10611,2,HK$19.00 ,10,0
10611,60,HK$34.00 ,15,0
10612,10,HK$31.00 ,70,0
10612,36,HK$19.00 ,55,0
10612,49,HK$20.00 ,18,0
10612,60,HK$34.00 ,40,0
10612,76,HK$18.00 ,80,0
10613,13,HK$6.00 ,8,0.100000001
10613,75,HK$7.75 ,40,0
10614,11,HK$21.00 ,14,0
10614,21,HK$10.00 ,8,0
10614,39,HK$18.00 ,5,0
10615,55,HK$24.00 ,5,0
10616,38,HK$263.50 ,15,0.050000001
10616,56,HK$38.00 ,14,0
10616,70,HK$15.00 ,15,0.050000001
10616,71,HK$21.50 ,15,0.050000001
10617,59,HK$55.00 ,30,0.150000006
10618,6,HK$25.00 ,70,0
10618,56,HK$38.00 ,20,0
10618,68,HK$12.50 ,15,0
10619,21,HK$10.00 ,42,0
10619,22,HK$21.00 ,40,0
10620,24,HK$4.50 ,5,0
10620,52,HK$7.00 ,5,0
10621,19,HK$9.20 ,5,0
10621,23,HK$9.00 ,10,0
10621,70,HK$15.00 ,20,0
10621,71,HK$21.50 ,15,0
10622,2,HK$19.00 ,20,0
10622,68,HK$12.50 ,18,0.200000003
10623,14,HK$23.25 ,21,0
10623,19,HK$9.20 ,15,0.100000001
10623,21,HK$10.00 ,25,0.100000001
10623,24,HK$4.50 ,3,0
10623,35,HK$18.00 ,30,0.100000001
10624,28,HK$45.60 ,10,0
10624,29,HK$123.79 ,6,0
10624,44,HK$19.45 ,10,0
10625,14,HK$23.25 ,3,0
10625,42,HK$14.00 ,5,0
10625,60,HK$34.00 ,10,0
10626,53,HK$32.80 ,12,0
10626,60,HK$34.00 ,20,0
10626,71,HK$21.50 ,20,0
10627,62,HK$49.30 ,15,0
10627,73,HK$15.00 ,35,0.150000006
10628,1,HK$18.00 ,25,0
10629,29,HK$123.79 ,20,0
10629,64,HK$33.25 ,9,0
10630,55,HK$24.00 ,12,0.050000001
10630,76,HK$18.00 ,35,0
10631,75,HK$7.75 ,8,0.100000001
10632,2,HK$19.00 ,30,0.050000001
10632,33,HK$2.50 ,20,0.050000001
10633,12,HK$38.00 ,36,0.150000006
10633,13,HK$6.00 ,13,0.150000006
10633,26,HK$31.23 ,35,0.150000006
10633,62,HK$49.30 ,80,0.150000006
10634,7,HK$30.00 ,35,0
10634,18,HK$62.50 ,50,0
10634,51,HK$53.00 ,15,0
10634,75,HK$7.75 ,2,0
10635,4,HK$22.00 ,10,0.100000001
10635,5,HK$21.35 ,15,0.100000001
10635,22,HK$21.00 ,40,0
10636,4,HK$22.00 ,25,0
10636,58,HK$13.25 ,6,0
10637,11,HK$21.00 ,10,0
10637,50,HK$16.25 ,25,0.050000001
10637,56,HK$38.00 ,60,0.050000001
10638,45,HK$9.50 ,20,0
10638,65,HK$21.05 ,21,0
10638,72,HK$34.80 ,60,0
10639,18,HK$62.50 ,8,0
10640,69,HK$36.00 ,20,0.25
10640,70,HK$15.00 ,15,0.25
10641,2,HK$19.00 ,50,0
10641,40,HK$18.40 ,60,0
10642,21,HK$10.00 ,30,0.200000003
10642,61,HK$28.50 ,20,0.200000003
10643,28,HK$45.60 ,15,0.25
10643,39,HK$18.00 ,21,0.25
10643,46,HK$12.00 ,2,0.25
10644,18,HK$62.50 ,4,0.100000001
10644,43,HK$46.00 ,20,0
10644,46,HK$12.00 ,21,0.100000001
10645,18,HK$62.50 ,20,0
10645,36,HK$19.00 ,15,0
10646,1,HK$18.00 ,15,0.25
10646,10,HK$31.00 ,18,0.25
10646,71,HK$21.50 ,30,0.25
10646,77,HK$13.00 ,35,0.25
10647,19,HK$9.20 ,30,0
10647,39,HK$18.00 ,20,0
10648,22,HK$21.00 ,15,0
10648,24,HK$4.50 ,15,0.150000006
10649,28,HK$45.60 ,20,0
10649,72,HK$34.80 ,15,0
10650,30,HK$25.89 ,30,0
10650,53,HK$32.80 ,25,0.050000001
10650,54,HK$7.45 ,30,0
10651,19,HK$9.20 ,12,0.25
10651,22,HK$21.00 ,20,0.25
10652,30,HK$25.89 ,2,0.25
10652,42,HK$14.00 ,20,0
10653,16,HK$17.45 ,30,0.100000001
10653,60,HK$34.00 ,20,0.100000001
10654,4,HK$22.00 ,12,0.100000001
10654,39,HK$18.00 ,20,0.100000001
10654,54,HK$7.45 ,6,0.100000001
10655,41,HK$9.65 ,20,0.200000003
10656,14,HK$23.25 ,3,0.100000001
10656,44,HK$19.45 ,28,0.100000001
10656,47,HK$9.50 ,6,0.100000001
10657,15,HK$15.50 ,50,0
10657,41,HK$9.65 ,24,0
10657,46,HK$12.00 ,45,0
10657,47,HK$9.50 ,10,0
10657,56,HK$38.00 ,45,0
10657,60,HK$34.00 ,30,0
10658,21,HK$10.00 ,60,0
10658,40,HK$18.40 ,70,0.050000001
10658,60,HK$34.00 ,55,0.050000001
10658,77,HK$13.00 ,70,0.050000001
10659,31,HK$12.50 ,20,0.050000001
10659,40,HK$18.40 ,24,0.050000001
10659,70,HK$15.00 ,40,0.050000001
10660,20,HK$81.00 ,21,0
10661,39,HK$18.00 ,3,0.200000003
10661,58,HK$13.25 ,49,0.200000003
10662,68,HK$12.50 ,10,0
10663,40,HK$18.40 ,30,0.050000001
10663,42,HK$14.00 ,30,0.050000001
10663,51,HK$53.00 ,20,0.050000001
10664,10,HK$31.00 ,24,0.150000006
10664,56,HK$38.00 ,12,0.150000006
10664,65,HK$21.05 ,15,0.150000006
10665,51,HK$53.00 ,20,0
10665,59,HK$55.00 ,1,0
10665,76,HK$18.00 ,10,0
10666,29,HK$123.79 ,36,0
10666,65,HK$21.05 ,10,0
10667,69,HK$36.00 ,45,0.200000003
10667,71,HK$21.50 ,14,0.200000003
10668,31,HK$12.50 ,8,0.100000001
10668,55,HK$24.00 ,4,0.100000001
10668,64,HK$33.25 ,15,0.100000001
10669,36,HK$19.00 ,30,0
10670,23,HK$9.00 ,32,0
10670,46,HK$12.00 ,60,0
10670,67,HK$14.00 ,25,0
10670,73,HK$15.00 ,50,0
10670,75,HK$7.75 ,25,0
10671,16,HK$17.45 ,10,0
10671,62,HK$49.30 ,10,0
10671,65,HK$21.05 ,12,0
10672,38,HK$263.50 ,15,0.100000001
10672,71,HK$21.50 ,12,0
10673,16,HK$17.45 ,3,0
10673,42,HK$14.00 ,6,0
10673,43,HK$46.00 ,6,0
10674,23,HK$9.00 ,5,0
10675,14,HK$23.25 ,30,0
10675,53,HK$32.80 ,10,0
10675,58,HK$13.25 ,30,0
10676,10,HK$31.00 ,2,0
10676,19,HK$9.20 ,7,0
10676,44,HK$19.45 ,21,0
10677,26,HK$31.23 ,30,0.150000006
10677,33,HK$2.50 ,8,0.150000006
10678,12,HK$38.00 ,100,0
10678,33,HK$2.50 ,30,0
10678,41,HK$9.65 ,120,0
10678,54,HK$7.45 ,30,0
10679,59,HK$55.00 ,12,0
10680,16,HK$17.45 ,50,0.25
10680,31,HK$12.50 ,20,0.25
10680,42,HK$14.00 ,40,0.25
10681,19,HK$9.20 ,30,0.100000001
10681,21,HK$10.00 ,12,0.100000001
10681,64,HK$33.25 ,28,0
10682,33,HK$2.50 ,30,0
10682,66,HK$17.00 ,4,0
10682,75,HK$7.75 ,30,0
10683,52,HK$7.00 ,9,0
10684,40,HK$18.40 ,20,0
10684,47,HK$9.50 ,40,0
10684,60,HK$34.00 ,30,0
10685,10,HK$31.00 ,20,0
10685,41,HK$9.65 ,4,0
10685,47,HK$9.50 ,15,0
10686,17,HK$39.00 ,30,0.200000003
10686,26,HK$31.23 ,15,0
10687,9,HK$97.00 ,50,0.25
10687,29,HK$123.79 ,10,0
10687,36,HK$19.00 ,6,0.25
10688,10,HK$31.00 ,18,0.100000001
10688,28,HK$45.60 ,60,0.100000001
10688,34,HK$14.00 ,14,0
10689,1,HK$18.00 ,35,0.25
10690,56,HK$38.00 ,20,0.25
10690,77,HK$13.00 ,30,0.25
10691,1,HK$18.00 ,30,0
10691,29,HK$123.79 ,40,0
10691,43,HK$46.00 ,40,0
10691,44,HK$19.45 ,24,0
10691,62,HK$49.30 ,48,0
10692,63,HK$43.90 ,20,0
10693,9,HK$97.00 ,6,0
10693,54,HK$7.45 ,60,0.150000006
10693,69,HK$36.00 ,30,0.150000006
10693,73,HK$15.00 ,15,0.150000006
10694,7,HK$30.00 ,90,0
10694,59,HK$55.00 ,25,0
10694,70,HK$15.00 ,50,0
10695,8,HK$40.00 ,10,0
10695,12,HK$38.00 ,4,0
10695,24,HK$4.50 ,20,0
10696,17,HK$39.00 ,20,0
10696,46,HK$12.00 ,18,0
10697,19,HK$9.20 ,7,0.25
10697,35,HK$18.00 ,9,0.25
10697,58,HK$13.25 ,30,0.25
10697,70,HK$15.00 ,30,0.25
10698,11,HK$21.00 ,15,0
10698,17,HK$39.00 ,8,0.050000001
10698,29,HK$123.79 ,12,0.050000001
10698,65,HK$21.05 ,65,0.050000001
10698,70,HK$15.00 ,8,0.050000001
10699,47,HK$9.50 ,12,0
10700,1,HK$18.00 ,5,0.200000003
10700,34,HK$14.00 ,12,0.200000003
10700,68,HK$12.50 ,40,0.200000003
10700,71,HK$21.50 ,60,0.200000003
10701,59,HK$55.00 ,42,0.150000006
10701,71,HK$21.50 ,20,0.150000006
10701,76,HK$18.00 ,35,0.150000006
10702,3,HK$10.00 ,6,0
10702,76,HK$18.00 ,15,0
10703,2,HK$19.00 ,5,0
10703,59,HK$55.00 ,35,0
10703,73,HK$15.00 ,35,0
10704,4,HK$22.00 ,6,0
10704,24,HK$4.50 ,35,0
10704,48,HK$12.75 ,24,0
10705,31,HK$12.50 ,20,0
10705,32,HK$32.00 ,4,0
10706,16,HK$17.45 ,20,0
10706,43,HK$46.00 ,24,0
10706,59,HK$55.00 ,8,0
10707,55,HK$24.00 ,21,0
10707,57,HK$19.50 ,40,0
10707,70,HK$15.00 ,28,0.150000006
10708,5,HK$21.35 ,4,0
10708,36,HK$19.00 ,5,0
10709,8,HK$40.00 ,40,0
10709,51,HK$53.00 ,28,0
10709,60,HK$34.00 ,10,0
10710,19,HK$9.20 ,5,0
10710,47,HK$9.50 ,5,0
10711,19,HK$9.20 ,12,0
10711,41,HK$9.65 ,42,0
10711,53,HK$32.80 ,120,0
10712,53,HK$32.80 ,3,0.050000001
10712,56,HK$38.00 ,30,0
10713,10,HK$31.00 ,18,0
10713,26,HK$31.23 ,30,0
10713,45,HK$9.50 ,110,0
10713,46,HK$12.00 ,24,0
10714,2,HK$19.00 ,30,0.25
10714,17,HK$39.00 ,27,0.25
10714,47,HK$9.50 ,50,0.25
10714,56,HK$38.00 ,18,0.25
10714,58,HK$13.25 ,12,0.25
10715,10,HK$31.00 ,21,0
10715,71,HK$21.50 ,30,0
10716,21,HK$10.00 ,5,0
10716,51,HK$53.00 ,7,0
10716,61,HK$28.50 ,10,0
10717,21,HK$10.00 ,32,0.050000001
10717,54,HK$7.45 ,15,0
10717,69,HK$36.00 ,25,0.050000001
10718,12,HK$38.00 ,36,0
10718,16,HK$17.45 ,20,0
10718,36,HK$19.00 ,40,0
10718,62,HK$49.30 ,20,0
10719,18,HK$62.50 ,12,0.25
10719,30,HK$25.89 ,3,0.25
10719,54,HK$7.45 ,40,0.25
10720,35,HK$18.00 ,21,0
10720,71,HK$21.50 ,8,0
10721,44,HK$19.45 ,50,0.050000001
10722,2,HK$19.00 ,3,0
10722,31,HK$12.50 ,50,0
10722,68,HK$12.50 ,45,0
10722,75,HK$7.75 ,42,0
10723,26,HK$31.23 ,15,0
10724,10,HK$31.00 ,16,0
10724,61,HK$28.50 ,5,0
10725,41,HK$9.65 ,12,0
10725,52,HK$7.00 ,4,0
10725,55,HK$24.00 ,6,0
10726,4,HK$22.00 ,25,0
10726,11,HK$21.00 ,5,0
10727,17,HK$39.00 ,20,0.050000001
10727,56,HK$38.00 ,10,0.050000001
10727,59,HK$55.00 ,10,0.050000001
10728,30,HK$25.89 ,15,0
10728,40,HK$18.40 ,6,0
10728,55,HK$24.00 ,12,0
10728,60,HK$34.00 ,15,0
10729,1,HK$18.00 ,50,0
10729,21,HK$10.00 ,30,0
10729,50,HK$16.25 ,40,0
10730,16,HK$17.45 ,15,0.050000001
10730,31,HK$12.50 ,3,0.050000001
10730,65,HK$21.05 ,10,0.050000001
10731,21,HK$10.00 ,40,0.050000001
10731,51,HK$53.00 ,30,0.050000001
10732,76,HK$18.00 ,20,0
10733,14,HK$23.25 ,16,0
10733,28,HK$45.60 ,20,0
10733,52,HK$7.00 ,25,0
10734,6,HK$25.00 ,30,0
10734,30,HK$25.89 ,15,0
10734,76,HK$18.00 ,20,0
10735,61,HK$28.50 ,20,0.100000001
10735,77,HK$13.00 ,2,0.100000001
10736,65,HK$21.05 ,40,0
10736,75,HK$7.75 ,20,0
10737,13,HK$6.00 ,4,0
10737,41,HK$9.65 ,12,0
10738,16,HK$17.45 ,3,0
10739,36,HK$19.00 ,6,0
10739,52,HK$7.00 ,18,0
10740,28,HK$45.60 ,5,0.200000003
10740,35,HK$18.00 ,35,0.200000003
10740,45,HK$9.50 ,40,0.200000003
10740,56,HK$38.00 ,14,0.200000003
10741,2,HK$19.00 ,15,0.200000003
10742,3,HK$10.00 ,20,0
10742,60,HK$34.00 ,50,0
10742,72,HK$34.80 ,35,0
10743,46,HK$12.00 ,28,0.050000001
10744,40,HK$18.40 ,50,0.200000003
10745,18,HK$62.50 ,24,0
10745,44,HK$19.45 ,16,0
10745,59,HK$55.00 ,45,0
10745,72,HK$34.80 ,7,0
10746,13,HK$6.00 ,6,0
10746,42,HK$14.00 ,28,0
10746,62,HK$49.30 ,9,0
10746,69,HK$36.00 ,40,0
10747,31,HK$12.50 ,8,0
10747,41,HK$9.65 ,35,0
10747,63,HK$43.90 ,9,0
10747,69,HK$36.00 ,30,0
10748,23,HK$9.00 ,44,0
10748,40,HK$18.40 ,40,0
10748,56,HK$38.00 ,28,0
10749,56,HK$38.00 ,15,0
10749,59,HK$55.00 ,6,0
10749,76,HK$18.00 ,10,0
10750,14,HK$23.25 ,5,0.150000006
10750,45,HK$9.50 ,40,0.150000006
10750,59,HK$55.00 ,25,0.150000006
10751,26,HK$31.23 ,12,0.100000001
10751,30,HK$25.89 ,30,0
10751,50,HK$16.25 ,20,0.100000001
10751,73,HK$15.00 ,15,0
10752,1,HK$18.00 ,8,0
10752,69,HK$36.00 ,3,0
10753,45,HK$9.50 ,4,0
10753,74,HK$10.00 ,5,0
10754,40,HK$18.40 ,3,0
10755,47,HK$9.50 ,30,0.25
10755,56,HK$38.00 ,30,0.25
10755,57,HK$19.50 ,14,0.25
10755,69,HK$36.00 ,25,0.25
10756,18,HK$62.50 ,21,0.200000003
10756,36,HK$19.00 ,20,0.200000003
10756,68,HK$12.50 ,6,0.200000003
10756,69,HK$36.00 ,20,0.200000003
10757,34,HK$14.00 ,30,0
10757,59,HK$55.00 ,7,0
10757,62,HK$49.30 ,30,0
10757,64,HK$33.25 ,24,0
10758,26,HK$31.23 ,20,0
10758,52,HK$7.00 ,60,0
10758,70,HK$15.00 ,40,0
10759,32,HK$32.00 ,10,0
10760,25,HK$14.00 ,12,0.25
10760,27,HK$43.90 ,40,0
10760,43,HK$46.00 ,30,0.25
10761,25,HK$14.00 ,35,0.25
10761,75,HK$7.75 ,18,0
10762,39,HK$18.00 ,16,0
10762,47,HK$9.50 ,30,0
10762,51,HK$53.00 ,28,0
10762,56,HK$38.00 ,60,0
10763,21,HK$10.00 ,40,0
10763,22,HK$21.00 ,6,0
10763,24,HK$4.50 ,20,0
10764,3,HK$10.00 ,20,0.100000001
10764,39,HK$18.00 ,130,0.100000001
10765,65,HK$21.05 ,80,0.100000001
10766,2,HK$19.00 ,40,0
10766,7,HK$30.00 ,35,0
10766,68,HK$12.50 ,40,0
10767,42,HK$14.00 ,2,0
10768,22,HK$21.00 ,4,0
10768,31,HK$12.50 ,50,0
10768,60,HK$34.00 ,15,0
10768,71,HK$21.50 ,12,0
10769,41,HK$9.65 ,30,0.050000001
10769,52,HK$7.00 ,15,0.050000001
10769,61,HK$28.50 ,20,0
10769,62,HK$49.30 ,15,0
10770,11,HK$21.00 ,15,0.25
10771,71,HK$21.50 ,16,0
10772,29,HK$123.79 ,18,0
10772,59,HK$55.00 ,25,0
10773,17,HK$39.00 ,33,0
10773,31,HK$12.50 ,70,0.200000003
10773,75,HK$7.75 ,7,0.200000003
10774,31,HK$12.50 ,2,0.25
10774,66,HK$17.00 ,50,0
10775,10,HK$31.00 ,6,0
10775,67,HK$14.00 ,3,0
10776,31,HK$12.50 ,16,0.050000001
10776,42,HK$14.00 ,12,0.050000001
10776,45,HK$9.50 ,27,0.050000001
10776,51,HK$53.00 ,120,0.050000001
10777,42,HK$14.00 ,20,0.200000003
10778,41,HK$9.65 ,10,0
10779,16,HK$17.45 ,20,0
10779,62,HK$49.30 ,20,0
10780,70,HK$15.00 ,35,0
10780,77,HK$13.00 ,15,0
10781,54,HK$7.45 ,3,0.200000003
10781,56,HK$38.00 ,20,0.200000003
10781,74,HK$10.00 ,35,0
10782,31,HK$12.50 ,1,0
10783,31,HK$12.50 ,10,0
10783,38,HK$263.50 ,5,0
10784,36,HK$19.00 ,30,0
10784,39,HK$18.00 ,2,0.150000006
10784,72,HK$34.80 ,30,0.150000006
10785,10,HK$31.00 ,10,0
10785,75,HK$7.75 ,10,0
10786,8,HK$40.00 ,30,0.200000003
10786,30,HK$25.89 ,15,0.200000003
10786,75,HK$7.75 ,42,0.200000003
10787,2,HK$19.00 ,15,0.050000001
10787,29,HK$123.79 ,20,0.050000001
10788,19,HK$9.20 ,50,0.050000001
10788,75,HK$7.75 ,40,0.050000001
10789,18,HK$62.50 ,30,0
10789,35,HK$18.00 ,15,0
10789,63,HK$43.90 ,30,0
10789,68,HK$12.50 ,18,0
10790,7,HK$30.00 ,3,0.150000006
10790,56,HK$38.00 ,20,0.150000006
10791,29,HK$123.79 ,14,0.050000001
10791,41,HK$9.65 ,20,0.050000001
10792,2,HK$19.00 ,10,0
10792,54,HK$7.45 ,3,0
10792,68,HK$12.50 ,15,0
10793,41,HK$9.65 ,14,0
10793,52,HK$7.00 ,8,0
10794,14,HK$23.25 ,15,0.200000003
10794,54,HK$7.45 ,6,0.200000003
10795,16,HK$17.45 ,65,0
10795,17,HK$39.00 ,35,0.25
10796,26,HK$31.23 ,21,0.200000003
10796,44,HK$19.45 ,10,0
10796,64,HK$33.25 ,35,0.200000003
10796,69,HK$36.00 ,24,0.200000003
