Datetime,DestIP,Packets loss %,One-way Delay min,One-way Delay median,One-way Delay max,One-way Delay err,One-way jitter,Hops
2011-11-18 11:52:00,90.147.67.252,0.667,185,186,195,1.93,0.8,22
2011-11-28 20:22:00,137.189.27.61,1.000,0.0401,27.1,45.5,10.3,10.5,6
2011-11-28 20:22:00,64.57.17.162,0.000,82.6,83.2,86.1,8.44,0.4,10
2011-11-28 20:22:00,206.12.24.110,0.000,119,119,127,11.1,0.5,13
2011-11-28 20:22:00,193.48.99.79,0.333,175,175,185,7.62,0.8,20
2011-11-28 20:22:00,130.246.179.197,0.000,173,174,187,7.03,0.6,20
2011-11-28 20:22:00,90.147.67.252,0.000,178,179,180,9.81,0.4,21
2011-11-18 05:52:00,137.189.27.61,0.000,32.6,33.3,34.9,18.5,0.4,6
2011-11-18 05:52:00,64.57.17.162,0.000,85.4,86.1,88.5,4.59,0.3,10
2011-11-18 05:52:00,206.12.24.110,0.000,136,186,215,3.32,22.7,13
2011-11-18 05:52:00,193.48.99.79,0.000,177,178,180,4.17,0.5,20
2011-11-18 05:52:00,130.246.179.197,0.000,175,176,192,3.45,0.7,20
2011-11-18 05:52:00,90.147.67.252,0.333,187,188,190,4.62,0.6,22
2011-11-17 02:22:00,137.189.27.61,0.000,6.35,7.1,41.2,9,1.9,6
2011-11-17 02:22:00,64.57.17.162,0.000,83.2,84.1,90,6.63,3.4,10
2011-11-17 02:22:00,206.12.24.110,0.000,117,175,208,4.88,24.7,13
2011-11-17 02:22:00,193.48.99.79,0.000,178,179,185,5.15,3.2,20
2011-11-17 02:22:00,130.246.179.197,0.000,170,171,184,5.74,0.5,20
2011-11-17 02:22:00,90.147.67.252,0.667,176,176,186,5.83,3.3,21
2011-11-26 03:52:00,137.189.27.61,0.000,-1.75,-1,138,5.2,9.1,6
2011-11-26 03:52:00,64.57.17.162,0.000,84.2,85,90.8,4.64,2.7,10
2011-11-26 03:52:00,206.12.24.110,0.000,118,119,123,3.19,1,13
2011-11-26 03:52:00,193.48.99.79,0.000,174,174,181,2.87,1,20
2011-11-26 03:52:00,130.246.179.197,0.000,173,173,180,2.63,1.9,20
2011-11-26 03:52:00,90.147.67.252,0.000,178,179,185,2.9,1.6,21
2011-11-18 13:22:00,137.189.27.61,0.667,13.4,14.2,74.1,22.9,4,6
2011-11-18 13:22:00,64.57.17.162,0.333,89,89.8,100,10.2,4.5,10
2011-11-18 13:22:00,206.12.24.110,0.000,122,128,192,8.58,38.8,13
2011-11-18 13:22:00,193.48.99.79,0.333,177,177,190,9.91,1.2,20
2011-11-18 13:22:00,193.48.99.79,0.333,177,177,190,9.91,1.2,20
2011-11-18 13:22:00,130.246.179.197,5.667,177,209,228,8.76,nan,20
2011-11-18 13:22:00,90.147.67.252,4.333,189,220,240,9.15,17.3,22
2011-11-27 23:22:00,137.189.27.61,0.333,5.64,6.2,15.8,2.26,0.5,6
2011-11-27 23:22:00,64.57.17.162,0.000,90,90.6,99.4,1.69,0.4,10
2011-11-27 23:22:00,206.12.24.110,0.667,128,171,243,0.832,59.4,13
2011-11-27 23:22:00,193.48.99.79,0.000,182,183,198,1.02,0.4,20
2011-11-27 23:22:00,130.246.179.197,0.000,180,207,224,0.89,10.3,20
2011-11-27 23:22:00,90.147.67.252,1.333,185,186,189,1.09,0.9,21
2011-11-27 10:52:00,137.189.27.61,0.000,1.88,2.5,5.71,1.18,0.5,6
2011-11-27 10:52:00,64.57.17.162,0.000,87.9,88.5,90.1,2.03,0.5,10
2011-11-27 10:52:00,206.12.24.110,0.667,122,123,209,0.508,62.2,13
2011-11-27 10:52:00,193.48.99.79,0.333,178,179,181,0.95,0.5,20
2011-11-27 10:52:00,130.246.179.197,0.000,176,177,184,0.69,0.6,20
2011-11-27 10:52:00,90.147.67.252,0.000,181,182,188,0.725,1.5,21
2011-11-29 18:52:00,137.189.27.61,0.667,-0.477,0.1,10.5,3.53,0.6,6
2011-11-29 18:52:00,64.57.17.162,0.667,83.7,84.2,99.8,2.17,0.5,10
2011-11-29 18:52:00,206.12.24.110,0.667,119,120,186,0.87,35.8,13
2011-11-29 18:52:00,193.48.99.79,1.000,175,176,187,1.11,1.7,20
2011-11-29 18:52:00,130.246.179.197,0.667,173,174,189,1,1.8,20
2011-11-29 18:52:00,90.147.67.252,2.333,179,179,192,1.06,1.3,21
2011-11-28 22:52:00,137.189.27.61,0.000,-7.49,-6.9,-4.71,7.1,0.4,6
2011-11-28 22:52:00,64.57.17.162,0.000,80.6,81.2,88.7,6.13,0.6,10
2011-11-28 22:52:00,206.12.24.110,0.000,116,118,149,7.31,23,13
2011-11-28 22:52:00,193.48.99.79,0.000,171,172,181,5,0.6,20
2011-11-28 22:52:00,130.246.179.197,0.000,169,170,173,4.61,0.4,20
2011-11-28 22:52:00,90.147.67.252,1.333,215,246,268,6.76,19.6,21
2011-11-14 03:52:00,137.189.27.61,0.000,3.13,3.7,8.48,1.34,0.7,6
2011-11-14 03:52:00,64.57.17.162,0.000,82.4,83,99.9,0.921,0.5,10
2011-11-14 03:52:00,206.12.24.110,0.000,118,119,120,0.424,0.4,13
2011-11-14 03:52:00,193.48.99.79,0.000,177,178,183,0.906,1.4,20
2011-11-14 03:52:00,130.246.179.197,0.000,173,173,196,0.509,0.5,20
2011-11-14 03:52:00,90.147.67.252,0.000,178,178,180,0.448,0.5,21
2011-11-28 03:22:00,137.189.27.61,0.000,6.3,7,8.65,5.12,0.4,6
2011-11-28 03:22:00,64.57.17.162,0.000,78.3,79,83.6,1.79,0.4,10
2011-11-28 03:22:00,206.12.24.110,0.000,114,114,122,0.822,0.6,13
2011-11-28 03:22:00,193.48.99.79,0.000,172,173,225,1.23,0.9,20
2011-11-28 03:22:00,130.246.179.197,0.000,168,168,186,0.859,0.5,20
2011-11-28 03:22:00,90.147.67.252,0.000,173,173,175,1.01,0.4,21
2011-11-29 08:52:00,137.189.27.61,0.000,-2.49,-1.9,62.5,6.73,0.4,6
2011-11-29 08:52:00,64.57.17.162,0.000,83.8,84.5,91.8,1.8,1.5,10
2011-11-29 08:52:00,206.12.24.110,0.000,119,119,192,1.24,9.2,13
2011-11-29 08:52:00,193.48.99.79,0.333,174,174,183,1.33,3.1,20
2011-11-29 08:52:00,130.246.179.197,0.000,173,174,182,1.09,2.5,20
2011-11-29 08:52:00,90.147.67.252,0.000,178,179,186,1.64,2.7,21
2011-11-19 20:52:00,137.189.27.61,0.333,-0.307,0.3,83.8,3.9,0.6,6
2011-11-19 20:52:00,64.57.17.162,0.333,84,84.5,92.4,1.97,0.5,10
2011-11-19 20:52:00,206.12.24.110,0.000,118,119,121,0.698,0.4,13
2011-11-19 20:52:00,193.48.99.79,0.667,174,175,182,1.29,0.5,20
2011-11-19 20:52:00,130.246.179.197,0.667,172,173,187,0.797,3.1,20
2011-11-19 20:52:00,90.147.67.252,0.333,177,178,180,0.914,0.5,21
2011-11-24 19:22:00,137.189.27.61,0.000,-6.48,-5.9,106,11.1,0.8,6
2011-11-24 19:22:00,64.57.17.162,0.333,78.7,104,126,11.5,11.1,10
2011-11-24 19:22:00,206.12.24.110,1.333,113,114,125,10.9,0.6,13
2011-11-24 19:22:00,193.48.99.79,1.667,171,172,190,10.6,2.2,20
2011-11-24 19:22:00,193.48.99.79,1.667,171,172,190,10.6,2.2,20
2011-11-24 19:22:00,130.246.179.197,1.000,167,194,212,10.6,9.1,20
2011-11-24 19:22:00,90.147.67.252,1.000,173,197,216,13.1,13.2,21
2011-11-13 01:52:00,137.189.27.61,0.000,0.887,1.6,59.3,3.62,0.6,6
2011-11-13 01:52:00,64.57.17.162,0.000,81.1,81.8,87.1,1.58,0.5,10
2011-11-13 01:52:00,206.12.24.110,0.000,117,118,186,0.663,11.8,13
2011-11-13 01:52:00,193.48.99.79,0.000,172,172,173,1.1,0.5,20
2011-11-13 01:52:00,130.246.179.197,0.000,171,172,177,0.75,0.6,20
2011-11-13 01:52:00,90.147.67.252,0.000,176,177,184,0.742,1.9,21
2011-11-14 19:52:00,137.189.27.61,0.000,4.8,5.4,190,9.37,1,6
2011-11-14 19:52:00,64.57.17.162,0.000,84.7,108,126,3.59,12.5,10
2011-11-14 19:52:00,206.12.24.110,0.000,121,147,187,2.95,13.4,13
2011-11-14 19:52:00,193.48.99.79,0.000,182,205,230,5.58,11.5,20
2011-11-14 19:52:00,130.246.179.197,0.000,175,200,216,3.1,10.2,20
2011-11-14 19:52:00,90.147.67.252,1.000,180,181,192,3.27,1.3,21
2011-11-13 03:52:00,137.189.27.61,0.000,-1.24,-0.4,67.3,2.88,6.2,6
2011-11-13 03:52:00,64.57.17.162,0.000,80.9,81.4,83.6,1.72,0.5,10
2011-11-13 03:52:00,206.12.24.110,0.000,116,117,126,0.829,4.3,13
2011-11-13 03:52:00,193.48.99.79,0.000,170,171,173,1.29,0.5,20
2011-11-13 03:52:00,130.246.179.197,0.000,170,171,180,0.911,4.7,20
2011-11-13 03:52:00,90.147.67.252,0.333,176,177,189,0.9,6.1,21
2011-11-25 16:22:00,137.189.27.61,2.000,19.6,47.7,226,7.05,24.5,6
2011-11-25 16:22:00,64.57.17.162,0.333,103,104,126,8.29,3.4,10
2011-11-25 16:22:00,206.12.24.110,0.333,139,140,163,6.98,5.1,13
2011-11-25 16:22:00,193.48.99.79,0.667,195,196,274,7.12,2.7,20
2011-11-25 16:22:00,130.246.179.197,3.378,195,221,238,7.16,12.7,20
2011-11-25 16:22:00,90.147.67.252,1.667,199,200,232,7.34,4.1,21
2011-11-25 16:22:00,90.147.67.252,1.667,199,200,232,7.34,4.1,21
2011-11-13 05:52:00,137.189.27.61,0.000,4.55,5.1,16.1,2.68,0.5,6
2011-11-13 05:52:00,64.57.17.162,0.000,83.8,84.3,87.1,1.33,0.5,10
2011-11-13 05:52:00,206.12.24.110,0.000,120,121,129,0.631,2.2,13
2011-11-13 05:52:00,193.48.99.79,0.000,175,175,184,1.02,2.6,20
2011-11-13 05:52:00,130.246.179.197,0.000,174,175,183,0.687,3.2,20
2011-11-13 05:52:00,90.147.67.252,0.667,179,180,185,0.679,2.3,21
2011-11-13 22:52:00,137.189.27.61,0.000,4.28,4.9,206,2.09,0.6,6
2011-11-13 22:52:00,64.57.17.162,0.000,84,84.6,91.1,1.26,0.4,10
2011-11-13 22:52:00,206.12.24.110,1.000,120,149,165,0.419,11.2,13
2011-11-13 22:52:00,193.48.99.79,0.667,174,203,220,0.771,12.6,20
2011-11-13 22:52:00,130.246.179.197,0.000,175,202,218,0.498,10.4,20
2011-11-13 22:52:00,90.147.67.252,0.000,179,180,187,0.438,0.6,21
2011-11-19 12:22:00,137.189.27.61,0.000,-4.41,-3.9,-2.61,7.85,0.4,6
2011-11-19 12:22:00,64.57.17.162,0.000,81.3,81.9,86.8,2.29,0.4,10
2011-11-19 12:22:00,206.12.24.110,0.000,117,118,130,0.736,3.6,13
2011-11-19 12:22:00,193.48.99.79,0.000,173,187,210,1.33,15.8,20
2011-11-19 12:22:00,130.246.179.197,0.000,172,172,179,0.903,0.8,20
2011-11-19 12:22:00,90.147.67.252,0.000,177,178,184,1,0.4,21
2011-11-16 03:52:00,137.189.27.61,0.000,2.43,3.1,18.2,7.32,2.9,6
2011-11-16 03:52:00,64.57.17.162,0.000,82.6,83.3,86.9,5.72,0.8,10
2011-11-16 03:52:00,206.12.24.110,0.000,119,120,135,3.97,6.3,13
2011-11-16 03:52:00,193.48.99.79,0.000,172,173,178,5.33,1.4,20
2011-11-16 03:52:00,130.246.179.197,0.000,183,184,199,24.3,3.1,20
2011-11-16 03:52:00,90.147.67.252,1.000,178,179,184,4.96,2.5,21
2011-11-27 12:52:00,137.189.27.61,0.000,0.924,19.5,40.5,1.05,13.6,6
2011-11-27 12:52:00,64.57.17.162,0.000,86.4,101,123,1.97,12.7,10
2011-11-27 12:52:00,206.12.24.110,0.333,120,139,158,0.52,11.9,13
2011-11-27 12:52:00,193.48.99.79,0.333,177,195,216,0.923,11.6,20
2011-11-27 12:52:00,130.246.179.197,0.000,174,174,191,0.834,0.7,20
2011-11-27 12:52:00,90.147.67.252,0.000,180,181,188,0.78,0.7,21
2011-11-27 20:22:00,137.189.27.61,0.000,0.998,23.4,41.9,2.92,10.4,6
2011-11-27 20:22:00,64.57.17.162,2.000,86.6,87.1,182,1.72,0.6,10
2011-11-27 20:22:00,206.12.24.110,0.000,120,121,156,0.61,25.3,13
2011-11-27 20:22:00,193.48.99.79,0.000,175,176,182,0.772,0.5,20
2011-11-27 20:22:00,130.246.179.197,0.333,175,175,183,0.729,0.5,20
2011-11-27 20:22:00,90.147.67.252,0.333,181,181,190,0.822,1,21
2011-11-17 17:52:00,137.189.27.61,0.667,38.2,65.4,214,18.8,13.4,6
2011-11-17 17:52:00,64.57.17.162,0.000,112,112,139,15.1,1,10
2011-11-17 17:52:00,64.57.17.162,0.000,112,112,139,15.1,1,10
2011-11-17 17:52:00,206.12.24.110,0.667,147,207,242,14.2,27.8,13
2011-11-17 17:52:00,193.48.99.79,0.667,205,206,218,15,1.1,20
2011-11-17 17:52:00,193.48.99.79,0.667,205,206,218,15,1.1,20
2011-11-17 17:52:00,130.246.179.197,1.000,201,230,266,14.7,9.4,20
2011-11-17 17:52:00,130.246.179.197,1.000,201,230,266,14.7,9.4,20
2011-11-17 17:52:00,90.147.67.252,1.667,206,233,257,14.3,12.7,21
2011-11-15 20:22:00,137.189.27.61,0.333,25.4,26,66.8,27,0.9,6
2011-11-15 20:22:00,64.57.17.162,0.000,84.9,85.5,87.9,14,0.5,10
2011-11-15 20:22:00,206.12.24.110,1.667,141,187,213,12.8,21.2,13
2011-11-15 20:22:00,193.48.99.79,0.667,178,179,213,13,0.6,20
2011-11-15 20:22:00,130.246.179.197,1.667,173,190,213,12.9,16,20
2011-11-15 20:22:00,90.147.67.252,0.333,184,217,255,12.8,26.4,21
2011-11-22 01:52:00,137.189.27.61,0.000,-0.55,0.2,167,11.4,1.6,6
2011-11-22 01:52:00,64.57.17.162,0.000,89,89.6,93.6,6.61,0.4,10
2011-11-22 01:52:00,206.12.24.110,0.000,122,122,126,5.4,0.5,13
2011-11-22 01:52:00,193.48.99.79,0.000,179,180,182,5.97,0.5,20
2011-11-22 01:52:00,130.246.179.197,0.000,176,177,185,5.51,0.7,20
2011-11-22 01:52:00,90.147.67.252,0.000,181,182,189,5.75,0.6,21
2011-11-26 12:22:00,137.189.27.61,0.000,4.83,5.5,8.6,0.827,0.4,6
2011-11-26 12:22:00,64.57.17.162,0.000,89.7,90.3,94.4,1.74,0.5,10
2011-11-26 12:22:00,206.12.24.110,0.000,125,125,131,0.938,0.5,13
2011-11-26 12:22:00,193.48.99.79,0.000,178,179,184,1.31,0.5,20
2011-11-26 12:22:00,130.246.179.197,0.000,180,198,218,1.05,10.6,20
2011-11-26 12:22:00,90.147.67.252,0.000,184,185,199,1.02,0.5,21
2011-11-26 12:22:00,90.147.67.252,0.000,184,185,199,1.02,0.5,21
2011-11-13 02:22:00,137.189.27.61,0.000,1.57,2.2,3.05,3.43,0.4,6
2011-11-13 02:22:00,64.57.17.162,0.000,82.3,83,87.3,1.56,0.6,10
2011-11-13 02:22:00,206.12.24.110,0.000,116,117,126,0.663,3.9,13
2011-11-13 02:22:00,193.48.99.79,0.000,170,171,175,1.01,0.5,20
2011-11-13 02:22:00,130.246.179.197,0.000,170,171,179,0.732,0.7,20
2011-11-13 02:22:00,90.147.67.252,0.333,175,176,178,0.698,0.8,21
2011-11-22 22:52:00,137.189.27.61,0.667,-1.11,-0.6,186,8.38,7.8,6
2011-11-22 22:52:00,64.57.17.162,0.333,84.1,84.7,93.4,8.16,0.5,10
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,206.12.24.110,0.000,119,120,145,6.95,7.8,13
2011-11-22 22:52:00,193.48.99.79,0.000,176,176,480,7.45,0.8,20
2011-11-22 22:52:00,193.48.99.79,0.000,176,176,480,7.45,0.8,20
2011-11-22 22:52:00,130.246.179.197,0.000,173,174,182,6.98,0.4,20
2011-11-22 22:52:00,90.147.67.252,0.667,179,180,190,8.3,0.4,21
2011-11-20 07:52:00,137.189.27.61,0.000,0.731,1.3,57.4,6.75,0.5,6
2011-11-20 07:52:00,64.57.17.162,0.000,83.5,84,86.1,1.43,0.5,10
2011-11-20 07:52:00,206.12.24.110,0.000,119,221,355,22.7,132,13
2011-11-20 07:52:00,193.48.99.79,0.000,171,172,172,17.8,0.4,20
2011-11-20 07:52:00,130.246.179.197,0.000,174,174,182,0.3,0.5,20
2011-11-20 07:52:00,90.147.67.252,0.333,179,179,185,0.371,2.3,21
2011-11-22 14:52:00,137.189.27.61,0.667,3.81,4.4,56.8,3.02,1.6,6
2011-11-22 14:52:00,137.189.27.61,0.667,3.81,4.4,56.8,3.02,1.6,6
2011-11-22 14:52:00,64.57.17.162,0.000,87.1,87.8,102,4.25,0.6,10
2011-11-22 14:52:00,206.12.24.110,1.333,125,152,188,2.92,21.4,13
2011-11-22 14:52:00,193.48.99.79,1.000,179,199,234,3.15,13.2,20
2011-11-22 14:52:00,130.246.179.197,1.000,178,200,236,3.16,15.1,20
2011-11-22 14:52:00,90.147.67.252,0.333,184,207,226,3.09,9.6,21
2011-11-24 13:52:00,137.189.27.61,0.333,14.7,17.1,36.8,4.02,8.8,6
2011-11-24 13:52:00,64.57.17.162,1.000,107,109,171,5.04,8.4,10
2011-11-24 13:52:00,206.12.24.110,1.000,145,151,219,5.44,36.9,13
2011-11-24 13:52:00,193.48.99.79,2.333,200,201,250,3.91,9.7,20
2011-11-24 13:52:00,130.246.179.197,0.667,197,203,227,3.93,13.4,20
2011-11-24 13:52:00,90.147.67.252,3.000,202,213,234,3.88,16,21
2011-11-24 13:52:00,90.147.67.252,3.000,202,213,234,3.88,16,21
2011-11-22 18:52:00,137.189.27.61,0.000,0.504,1.1,65.6,18.1,0.7,6
2011-11-22 18:52:00,64.57.17.162,0.000,83.9,84.5,96.3,16.5,0.5,10
2011-11-22 18:52:00,206.12.24.110,1.000,121,150,171,15.2,13.4,13
2011-11-22 18:52:00,193.48.99.79,0.000,173,174,183,16,1.9,20
2011-11-22 18:52:00,130.246.179.197,0.333,172,173,183,14.4,0.6,20
2011-11-22 18:52:00,130.246.179.197,0.333,172,173,183,14.4,0.6,20
2011-11-22 18:52:00,90.147.67.252,0.667,181,223,257,15.6,19.7,21
2011-11-26 01:22:00,137.189.27.61,0.000,8.15,8.8,202,3.91,0.9,6
2011-11-26 01:22:00,64.57.17.162,0.333,93.9,119,139,5.57,12.7,10
2011-11-26 01:22:00,206.12.24.110,0.000,137,158,214,5.01,29.4,13
2011-11-26 01:22:00,193.48.99.79,0.000,183,183,210,4.29,0.9,20
2011-11-26 01:22:00,130.246.179.197,0.000,182,183,189,3.97,0.5,20
2011-11-26 01:22:00,90.147.67.252,0.000,188,188,192,4.29,0.5,21
2011-11-26 06:52:00,137.189.27.61,0.000,-4.87,-4.5,197,2.04,0.5,6
2011-11-26 06:52:00,64.57.17.162,0.000,80.6,81.1,83.2,3.6,0.5,10
2011-11-26 06:52:00,206.12.24.110,0.000,115,116,122,2.18,3.2,13
2011-11-26 06:52:00,193.48.99.79,0.000,174,175,198,2.47,2.6,20
2011-11-26 06:52:00,130.246.179.197,0.000,169,170,184,1.95,0.5,20
2011-11-26 06:52:00,90.147.67.252,0.000,175,175,185,2.16,2.7,21
2011-11-24 18:52:00,137.189.27.61,0.667,-4.12,-3.6,187,11.5,1.2,6
2011-11-24 18:52:00,64.57.17.162,1.000,81.4,85.4,120,11.8,15.6,10
2011-11-24 18:52:00,206.12.24.110,0.333,116,117,126,11.3,0.6,13
2011-11-24 18:52:00,193.48.99.79,1.000,173,174,184,10.9,1.1,20
2011-11-24 18:52:00,130.246.179.197,0.000,170,185,205,10.9,16.7,20
2011-11-24 18:52:00,90.147.67.252,0.333,189,209,245,12.5,25.4,21
2011-11-24 18:52:00,90.147.67.252,0.333,189,209,245,12.5,25.4,21
2011-11-21 05:52:00,137.189.27.61,0.000,-0.585,-0.1,221,0.352,0.6,6
2011-11-21 05:52:00,64.57.17.162,0.000,83.3,83.8,84.9,1.07,0.4,10
2011-11-21 05:52:00,206.12.24.110,0.000,119,120,128,0.61,0.5,13
2011-11-21 05:52:00,193.48.99.79,0.000,174,174,177,1.15,0.5,20
2011-11-21 05:52:00,130.246.179.197,0.000,173,174,191,0.492,1.6,20
2011-11-21 05:52:00,90.147.67.252,0.000,178,179,182,0.599,0.5,21
2011-11-17 21:22:00,137.189.27.61,8.000,49,80.7,160,24.7,nan,6
2011-11-17 21:22:00,64.57.17.162,1.000,93.9,94.5,106,12,0.5,10
2011-11-17 21:22:00,206.12.24.110,8.333,160,227,262,10.9,nan,13
2011-11-17 21:22:00,193.48.99.79,6.667,192,224,243,11.4,nan,20
2011-11-17 21:22:00,130.246.179.197,1.000,185,185,215,11.2,1.1,20
2011-11-17 21:22:00,90.147.67.252,0.667,189,190,203,11,1.4,21
2011-11-15 19:52:00,137.189.27.61,1.000,7.42,8,19.6,28,0.6,6
2011-11-15 19:52:00,64.57.17.162,1.333,81.6,82.4,98.1,15.4,0.7,10
2011-11-15 19:52:00,206.12.24.110,0.667,118,161,225,14.6,47,13
2011-11-15 19:52:00,193.48.99.79,1.333,177,202,217,14.8,11.7,20
2011-11-15 19:52:00,130.246.179.197,1.333,172,172,190,14.7,2,20
2011-11-15 19:52:00,90.147.67.252,0.333,177,178,191,14.6,2.1,21
2011-11-16 14:22:00,137.189.27.61,1.000,54.2,55,273,16.9,7.8,6
2011-11-16 14:22:00,64.57.17.162,1.000,136,137,184,16.4,4.6,10
2011-11-16 14:22:00,64.57.17.162,1.000,136,137,184,16.4,4.6,10
2011-11-16 14:22:00,64.57.17.162,1.000,136,137,184,16.4,4.6,10
2011-11-16 14:22:00,206.12.24.110,1.000,171,174,191,15.2,9.6,13
2011-11-16 14:22:00,193.48.99.79,1.667,228,228,247,15.8,3.3,20
2011-11-16 14:22:00,130.246.179.197,2.333,227,231,253,20.4,13.6,20
2011-11-16 14:22:00,130.246.179.197,2.333,227,231,253,20.4,13.6,20
2011-11-16 14:22:00,90.147.67.252,1.000,230,231,251,15.4,3.4,21
2011-11-16 14:22:00,90.147.67.252,1.000,230,231,251,15.4,3.4,21
2011-11-20 19:22:00,137.189.27.61,0.000,-0.511,0.4,175,14,2.3,6
2011-11-20 19:22:00,64.57.17.162,0.333,84.4,85,94.7,1.57,0.5,10
2011-11-20 19:22:00,206.12.24.110,0.000,119,119,129,2.02,0.5,13
2011-11-20 19:22:00,193.48.99.79,0.333,174,200,219,4.03,11.8,20
2011-11-20 19:22:00,130.246.179.197,0.667,174,199,215,0.487,13.4,20
2011-11-20 19:22:00,90.147.67.252,1.000,178,179,184,0.66,2.2,21
2011-11-26 19:22:00,137.189.27.61,1.000,-6.07,21.9,85.3,0.98,12.4,6
2011-11-26 19:22:00,64.57.17.162,1.333,77.6,78.1,86.5,2.3,0.5,10
2011-11-26 19:22:00,206.12.24.110,1.333,92.4,119,136,0.748,9.2,14
2011-11-26 19:22:00,193.48.99.79,1.000,170,198,217,1.52,11.4,20
2011-11-26 19:22:00,130.246.179.197,2.333,168,197,213,0.828,11,20
2011-11-26 19:22:00,90.147.67.252,1.000,173,173,183,0.931,0.9,21
2011-11-16 21:22:00,137.189.27.61,0.333,3.05,3.7,8.5,10.7,0.5,6
2011-11-16 21:22:00,64.57.17.162,0.667,85,85.6,96.3,11,0.5,10
2011-11-16 21:22:00,206.12.24.110,1.000,118,119,121,9.97,0.4,13
2011-11-16 21:22:00,193.48.99.79,0.000,181,181,188,10.3,0.5,20
2011-11-16 21:22:00,130.246.179.197,0.333,173,173,181,11.6,1.1,20
2011-11-16 21:22:00,90.147.67.252,0.000,178,178,186,12.1,1.3,21
2011-11-28 14:22:00,137.189.27.61,0.333,4.69,5.5,51.3,3.27,1.6,6
2011-11-28 14:22:00,64.57.17.162,1.000,82.7,83.3,121,2.62,1.1,10
2011-11-28 14:22:00,206.12.24.110,0.333,118,137,155,1.67,10.1,13
2011-11-28 14:22:00,193.48.99.79,1.000,176,176,222,2.97,0.9,20
2011-11-28 14:22:00,130.246.179.197,0.667,172,173,188,1.89,1.6,20
2011-11-28 14:22:00,90.147.67.252,1.000,177,178,188,1.81,1.7,21
2011-11-15 22:52:00,137.189.27.61,0.000,-0.127,0.5,30.7,25.6,2.2,6
2011-11-15 22:52:00,64.57.17.162,0.000,84.4,85,120,10.6,8.7,10
2011-11-15 22:52:00,206.12.24.110,0.667,155,215,245,8.72,19.5,13
2011-11-15 22:52:00,193.48.99.79,0.333,180,205,305,9.67,11,20
2011-11-15 22:52:00,130.246.179.197,0.333,174,175,186,8.8,0.9,20
2011-11-15 22:52:00,90.147.67.252,1.333,193,222,254,10.7,24.3,21
2011-11-28 05:52:00,137.189.27.61,0.000,-2.85,-2.3,-1.74,0.803,0.4,6
2011-11-28 05:52:00,64.57.17.162,0.000,81.3,81.8,82.6,1.47,0.5,10
2011-11-28 05:52:00,206.12.24.110,0.000,117,117,143,0.809,24.5,13
2011-11-28 05:52:00,193.48.99.79,0.000,176,177,180,1.33,0.5,20
2011-11-28 05:52:00,130.246.179.197,0.000,171,172,175,0.916,0.4,20
2011-11-28 05:52:00,90.147.67.252,0.000,177,177,181,0.991,0.5,21
2011-11-18 09:52:00,137.189.27.61,0.000,18.2,18.7,74.1,15.7,0.5,6
2011-11-18 09:52:00,64.57.17.162,0.000,81.4,81.9,87.9,3.14,0.5,10
2011-11-18 09:52:00,206.12.24.110,0.333,146,185,211,1.74,19.6,13
2011-11-18 09:52:00,193.48.99.79,0.000,179,179,188,2.66,1.3,20
2011-11-18 09:52:00,130.246.179.197,0.333,172,173,183,1.87,0.8,20
2011-11-18 09:52:00,90.147.67.252,0.333,183,184,188,2.75,0.5,22
2011-11-28 01:52:00,137.189.27.61,0.000,-0.911,0.1,49.7,2.01,7.7,6
2011-11-28 01:52:00,64.57.17.162,0.000,82.9,83.8,93.3,1.68,3.7,10
2011-11-28 01:52:00,206.12.24.110,0.000,118,121,146,0.916,10.1,13
2011-11-28 01:52:00,193.48.99.79,0.429,177,182,217,1.44,15,20
2011-11-28 01:52:00,130.246.179.197,0.000,173,173,181,0.988,0.5,20
2011-11-28 01:52:00,90.147.67.252,0.000,179,179,184,1.17,0.6,21
2011-11-17 21:52:00,137.189.27.61,0.667,47.4,48,273,23.7,19.7,6
2011-11-17 21:52:00,64.57.17.162,0.333,83.4,83.9,92.2,11.7,0.4,10
2011-11-17 21:52:00,206.12.24.110,7.667,146,219,256,10.6,nan,13
2011-11-17 21:52:00,193.48.99.79,7.667,181,214,247,11.1,nan,20
2011-11-17 21:52:00,130.246.179.197,0.333,174,175,195,11,7.5,20
2011-11-17 21:52:00,90.147.67.252,10.667,185,217,236,10.7,nan,22
2011-11-25 10:52:00,137.189.27.61,0.333,-0.32,0.3,61.8,1.15,0.7,6
2011-11-25 10:52:00,64.57.17.162,1.000,84.6,85.3,91.3,2.62,2.4,10
2011-11-25 10:52:00,64.57.17.162,1.000,84.6,85.3,91.3,2.62,2.4,10
2011-11-25 10:52:00,206.12.24.110,0.000,119,120,126,1.15,0.5,13
2011-11-25 10:52:00,193.48.99.79,0.333,176,176,186,1.4,0.9,20
