Datetime,DestIP,Packet loss %,RTT min,RTT avg,RTT max,RTT mdev
2011-11-14 03:22:00,206.12.24.110,0,248.166,249.012,252.113,1.301
2011-11-14 03:22:00,193.48.99.79,0,291.213,291.464,292.257,0.614
2011-11-14 03:22:00,130.246.179.197,0,290.937,291.260,291.537,0.552
2011-11-14 03:22:00,90.147.67.252,0,304.129,304.342,305.257,0.313
2011-11-15 05:22:00,137.189.27.61,0,1.967,3.087,7.965,1.318
2011-11-15 05:22:00,64.57.17.162,0,208.378,209.220,210.182,0.638
2011-11-15 05:22:00,206.12.24.110,0,248.205,252.581,275.172,7.802
2011-11-15 05:22:00,193.48.99.79,0,292.179,292.301,292.778,0.624
2011-11-15 05:22:00,130.246.179.197,0,291.252,291.885,292.437,0.815
2011-11-15 05:22:00,90.147.67.252,0,305.225,305.577,307.277,0.729
2011-11-20 20:22:00,137.189.27.61,0,2.937,6.459,36.001,7.880
2011-11-20 20:22:00,64.57.17.162,0,209.227,209.976,210.236,0.315
2011-11-20 20:22:00,206.12.24.110,0,202.259,211.357,280.826,18.869
2011-11-20 20:22:00,193.48.99.79,0,293.136,293.971,294.448,0.432
2011-11-20 20:22:00,130.246.179.197,0,293.152,293.916,295.240,0.801
2011-11-20 20:22:00,90.147.67.252,0,306.239,307.221,310.262,1.228
2011-11-22 11:52:00,137.189.27.61,0,3.145,4.182,7.593,0.937
2011-11-22 11:52:00,64.57.17.162,0,209.935,210.597,213.754,0.948
2011-11-22 11:52:00,206.12.24.110,0,202.689,204.805,209.494,2.140
2011-11-22 11:52:00,193.48.99.79,0,290.450,291.809,294.252,1.235
2011-11-22 11:52:00,130.246.179.197,0,289.288,290.801,294.687,1.432
2011-11-22 11:52:00,90.147.67.252,0,304.063,305.414,308.416,1.181
2011-11-24 03:52:00,137.189.27.61,0,2.225,4.057,20.014,4.131
2011-11-24 03:52:00,64.57.17.162,0,209.135,209.323,210.187,0.655
2011-11-24 03:52:00,206.12.24.110,0,201.104,205.515,226.118,6.141
2011-11-24 03:52:00,193.48.99.79,0,293.251,293.375,294.213,0.629
2011-11-24 03:52:00,130.246.179.197,0,292.226,292.915,293.276,0.697
2011-11-24 03:52:00,90.147.67.252,0,306.203,306.646,307.337,0.714
2011-11-25 01:22:00,137.189.27.61,0,2.359,3.244,4.113,0.540
2011-11-25 01:22:00,64.57.17.162,0,209.130,209.739,210.234,0.683
2011-11-25 01:22:00,206.12.24.110,6,202.896,236.013,277.198,23.528
2011-11-25 01:22:00,193.48.99.79,0,291.230,291.960,297.531,1.630
2011-11-25 01:22:00,130.246.179.197,0,291.193,291.524,293.230,0.826
2011-11-25 01:22:00,90.147.67.252,0,304.250,305.141,306.078,0.808
2011-11-21 08:22:00,137.189.27.61,0,1.945,2.664,3.017,0.448
2011-11-21 08:22:00,64.57.17.162,0,208.349,209.342,210.217,0.669
2011-11-21 08:22:00,206.12.24.110,0,251.255,274.445,288.286,12.699
2011-11-21 08:22:00,193.48.99.79,0,289.215,289.300,289.868,0.452
2011-11-21 08:22:00,130.246.179.197,0,288.598,289.351,290.400,0.645
2011-11-21 08:22:00,90.147.67.252,0,303.503,304.140,304.891,0.778
2011-11-27 14:22:00,137.189.27.61,0,2.962,3.599,4.342,0.452
2011-11-27 14:22:00,64.57.17.162,0,209.174,209.867,211.058,0.655
2011-11-27 14:22:00,206.12.24.110,0,201.228,202.169,202.941,0.466
2011-11-27 14:22:00,193.48.99.79,0,291.268,292.218,293.179,0.889
2011-11-27 14:22:00,130.246.179.197,0,291.196,291.755,292.621,0.646
2011-11-27 14:22:00,90.147.67.252,0,304.912,305.533,306.612,0.932
2011-11-21 01:22:00,137.189.27.61,0,2.924,3.338,4.010,0.349
2011-11-21 01:22:00,64.57.17.162,0,209.198,209.975,211.191,0.558
2011-11-21 01:22:00,206.12.24.110,0,202.103,202.457,203.154,0.634
2011-11-21 01:22:00,193.48.99.79,0,293.238,294.326,299.814,1.633
2011-11-21 01:22:00,130.246.179.197,0,293.228,294.094,300.452,1.773
2011-11-21 01:22:00,90.147.67.252,0,306.241,306.824,308.198,0.766
2011-11-18 23:52:00,137.189.27.61,0,2.472,3.480,4.035,0.560
2011-11-18 23:52:00,64.57.17.162,0,209.171,209.863,210.287,0.528
2011-11-18 23:52:00,206.12.24.110,0,201.863,202.668,204.203,0.716
2011-11-18 23:52:00,193.48.99.79,0,291.226,291.850,292.860,0.889
2011-11-18 23:52:00,130.246.179.197,0,291.222,292.121,296.241,1.351
2011-11-18 23:52:00,90.147.67.252,0,307.206,307.304,307.542,0.712
2011-11-19 22:52:00,137.189.27.61,0,2.974,3.538,4.004,0.403
2011-11-19 22:52:00,64.57.17.162,0,209.132,209.854,210.233,0.769
2011-11-19 22:52:00,206.12.24.110,0,201.840,202.507,203.255,0.663
2011-11-19 22:52:00,193.48.99.79,0,291.280,292.683,297.867,1.478
2011-11-19 22:52:00,130.246.179.197,0,291.331,293.174,297.336,1.843
2011-11-19 22:52:00,90.147.67.252,0,305.305,307.782,312.325,1.851
2011-11-26 09:52:00,137.189.27.61,0,2.367,2.853,3.153,0.211
2011-11-26 09:52:00,64.57.17.162,0,209.149,209.376,210.165,0.409
2011-11-26 09:52:00,206.12.24.110,0,201.196,204.924,218.103,4.317
2011-11-26 09:52:00,193.48.99.79,0,291.232,291.606,293.269,0.947
2011-11-26 09:52:00,130.246.179.197,0,291.220,291.857,294.241,1.102
2011-11-26 09:52:00,90.147.67.252,0,304.253,304.782,305.282,0.783
2011-11-23 05:52:00,137.189.27.61,0,1.960,2.745,3.976,0.527
2011-11-23 05:52:00,64.57.17.162,0,208.369,209.266,210.200,0.711
2011-11-23 05:52:00,206.12.24.110,0,201.143,201.224,201.793,0.634
2011-11-23 05:52:00,193.48.99.79,0,288.645,289.280,289.858,0.715
2011-11-23 05:52:00,130.246.179.197,0,288.472,289.562,296.348,1.874
2011-11-23 05:52:00,90.147.67.252,0,302.106,303.078,307.936,1.532
2011-11-19 03:52:00,137.189.27.61,0,2.238,2.994,3.836,0.294
2011-11-19 03:52:00,64.57.17.162,0,208.750,209.290,210.156,0.590
2011-11-19 03:52:00,206.12.24.110,0,201.134,201.702,202.445,0.698
2011-11-19 03:52:00,193.48.99.79,0,288.989,289.372,290.224,0.402
2011-11-19 03:52:00,130.246.179.197,0,289.212,289.588,293.234,0.999
2011-11-19 03:52:00,90.147.67.252,0,305.252,305.327,306.059,0.676
2011-11-14 08:22:00,137.189.27.61,0,1.967,2.563,3.009,0.446
2011-11-14 08:22:00,64.57.17.162,0,208.336,209.202,209.958,0.659
2011-11-14 08:22:00,206.12.24.110,0,248.175,249.869,256.114,2.497
2011-11-14 08:22:00,193.48.99.79,0,293.323,294.887,295.916,0.843
2011-11-14 08:22:00,130.246.179.197,0,291.105,291.861,293.256,0.841
2011-11-14 08:22:00,90.147.67.252,0,304.770,306.285,311.913,1.872
2011-11-18 05:52:00,137.189.27.61,0,2.458,2.915,3.019,0.171
2011-11-18 05:52:00,64.57.17.162,0,208.289,209.059,210.070,0.551
2011-11-18 05:52:00,206.12.24.110,0,291.757,313.394,330.273,12.370
2011-11-18 05:52:00,193.48.99.79,0,291.219,291.436,291.979,0.662
2011-11-18 05:52:00,130.246.179.197,0,290.401,291.269,291.591,0.458
2011-11-18 05:52:00,90.147.67.252,0,306.150,306.633,307.613,0.905
2011-11-16 06:22:00,137.189.27.61,0,2.005,2.677,3.092,0.404
2011-11-16 06:22:00,64.57.17.162,0,208.313,209.055,210.065,0.622
2011-11-16 06:22:00,206.12.24.110,0,247.975,248.801,253.187,1.324
2011-11-16 06:22:00,193.48.99.79,0,290.923,291.318,292.108,0.500
2011-11-16 06:22:00,130.246.179.197,0,290.487,291.284,292.042,0.583
2011-11-16 06:22:00,90.147.67.252,0,304.184,304.410,305.164,0.324
2011-11-27 07:52:00,137.189.27.61,0,1.981,2.661,2.999,0.418
2011-11-27 07:52:00,64.57.17.162,0,208.152,208.541,209.211,0.521
2011-11-27 07:52:00,206.12.24.110,0,201.108,201.461,203.195,0.670
2011-11-27 07:52:00,193.48.99.79,0,291.217,291.496,293.261,0.911
2011-11-27 07:52:00,130.246.179.197,0,290.454,291.334,292.251,0.882
2011-11-27 07:52:00,90.147.67.252,0,304.275,304.788,305.278,0.757
2011-11-22 14:22:00,137.189.27.61,0,2.860,4.043,9.478,1.474
2011-11-22 14:22:00,64.57.17.162,0,209.374,210.689,212.514,0.940
2011-11-22 14:22:00,206.12.24.110,0,202.748,204.302,208.628,1.927
2011-11-22 14:22:00,193.48.99.79,0,290.280,292.249,298.423,2.158
2011-11-22 14:22:00,130.246.179.197,0,290.102,291.444,293.978,1.167
2011-11-22 14:22:00,90.147.67.252,0,303.485,304.514,306.872,0.936
2011-11-29 18:22:00,137.189.27.61,0,2.888,3.936,4.655,0.450
2011-11-29 18:22:00,64.57.17.162,0,209.406,214.003,271.491,14.853
2011-11-29 18:22:00,206.12.24.110,0,202.179,202.704,203.770,0.571
2011-11-29 18:22:00,193.48.99.79,0,292.341,293.076,294.187,0.639
2011-11-29 18:22:00,130.246.179.197,0,292.227,292.647,294.321,0.749
2011-11-29 18:22:00,90.147.67.252,0,305.263,306.921,312.748,1.749
2011-11-28 19:52:00,137.189.27.61,0,3.052,3.717,4.295,0.420
2011-11-28 19:52:00,64.57.17.162,12,209.444,210.122,210.900,0.356
2011-11-28 19:52:00,206.12.24.110,0,202.077,203.425,206.010,0.980
2011-11-28 19:52:00,193.48.99.79,0,291.237,292.085,293.250,0.697
2011-11-28 19:52:00,130.246.179.197,0,291.254,292.285,294.789,1.269
2011-11-28 19:52:00,90.147.67.252,0,306.342,314.241,323.485,4.480
2011-11-21 11:22:00,137.189.27.61,0,2.939,3.616,4.046,0.427
2011-11-21 11:22:00,64.57.17.162,0,209.146,210.767,221.120,2.722
2011-11-21 11:22:00,206.12.24.110,0,202.201,203.323,206.276,1.008
2011-11-21 11:22:00,193.48.99.79,0,289.693,290.713,292.732,1.101
2011-11-21 11:22:00,130.246.179.197,0,289.470,298.138,306.533,5.053
2011-11-21 11:22:00,90.147.67.252,6,304.380,305.534,310.202,1.438
2011-11-28 15:52:00,137.189.27.61,0,2.984,3.997,6.880,0.934
2011-11-28 15:52:00,64.57.17.162,0,209.295,209.936,211.217,0.789
2011-11-28 15:52:00,206.12.24.110,0,202.743,222.678,253.606,14.465
2011-11-28 15:52:00,193.48.99.79,0,291.743,293.176,296.261,1.453
2011-11-28 15:52:00,130.246.179.197,0,291.491,292.794,294.001,0.694
2011-11-28 15:52:00,90.147.67.252,0,305.240,306.509,308.762,0.926
2011-11-20 21:22:00,137.189.27.61,0,2.978,10.210,111.446,26.143
2011-11-20 21:22:00,64.57.17.162,0,209.224,209.994,210.578,0.447
2011-11-20 21:22:00,206.12.24.110,0,202.194,203.236,205.290,1.085
2011-11-20 21:22:00,193.48.99.79,0,293.230,294.037,295.581,0.653
2011-11-20 21:22:00,130.246.179.197,0,293.251,293.845,294.406,0.846
2011-11-20 21:22:00,90.147.67.252,0,306.302,307.192,309.185,1.056
2011-11-18 22:52:00,137.189.27.61,0,2.837,3.560,4.030,0.433
2011-11-18 22:52:00,64.57.17.162,0,209.170,209.924,210.215,0.750
2011-11-18 22:52:00,206.12.24.110,0,202.160,208.307,236.221,8.564
2011-11-18 22:52:00,193.48.99.79,0,291.208,292.457,294.997,1.143
2011-11-18 22:52:00,130.246.179.197,0,291.223,292.416,295.303,1.265
2011-11-18 22:52:00,90.147.67.252,0,307.185,307.488,309.208,0.756
2011-11-29 21:52:00,137.189.27.61,0,2.703,3.428,4.051,0.467
2011-11-29 21:52:00,64.57.17.162,0,209.279,209.902,210.519,0.672
2011-11-29 21:52:00,206.12.24.110,0,205.291,264.335,286.206,18.766
2011-11-29 21:52:00,193.48.99.79,0,292.180,292.817,294.613,0.759
2011-11-29 21:52:00,130.246.179.197,0,291.827,293.110,295.537,1.130
2011-11-29 21:52:00,90.147.67.252,0,305.282,306.405,309.212,1.342
2011-11-27 22:52:00,137.189.27.61,0,2.910,3.318,4.076,0.443
2011-11-27 22:52:00,64.57.17.162,0,209.177,209.780,210.208,0.646
2011-11-27 22:52:00,206.12.24.110,0,201.184,202.066,203.102,0.706
2011-11-27 22:52:00,193.48.99.79,0,291.309,297.507,302.233,3.854
2011-11-27 22:52:00,130.246.179.197,6,291.224,291.750,294.640,1.084
2011-11-27 22:52:00,90.147.67.252,0,304.305,305.497,306.301,0.925
2011-11-29 21:22:00,137.189.27.61,0,2.713,3.702,4.323,0.490
2011-11-29 21:22:00,64.57.17.162,0,209.194,209.832,210.554,0.680
2011-11-29 21:22:00,206.12.24.110,0,201.292,250.086,289.285,26.637
2011-11-29 21:22:00,193.48.99.79,0,292.146,293.195,296.298,1.056
2011-11-29 21:22:00,130.246.179.197,0,292.173,292.697,293.276,0.539
2011-11-29 21:22:00,90.147.67.252,0,305.288,306.359,309.210,1.009
2011-11-25 19:22:00,137.189.27.61,18,2.732,15.048,142.032,36.673
2011-11-25 19:22:00,64.57.17.162,0,209.271,210.070,210.623,0.389
2011-11-25 19:22:00,206.12.24.110,0,202.216,203.563,211.196,2.071
2011-11-25 19:22:00,193.48.99.79,0,291.351,292.201,293.384,0.870
2011-11-25 19:22:00,130.246.179.197,0,291.274,291.913,292.538,0.839
2011-11-25 19:22:00,90.147.67.252,0,304.429,305.575,306.691,0.601
2011-11-16 20:52:00,137.189.27.61,0,2.609,8.890,83.108,19.191
2011-11-16 20:52:00,64.57.17.162,0,209.161,209.916,210.702,0.484
2011-11-16 20:52:00,206.12.24.110,0,248.196,249.094,250.123,0.795
2011-11-16 20:52:00,193.48.99.79,0,291.270,292.230,293.220,0.859
2011-11-16 20:52:00,130.246.179.197,0,291.260,291.821,292.529,0.824
2011-11-16 20:52:00,90.147.67.252,0,305.262,306.017,309.294,1.390
2011-11-16 15:22:00,137.189.27.61,0,3.344,3.947,4.771,0.407
2011-11-16 15:22:00,64.57.17.162,0,209.830,211.138,215.280,1.323
2011-11-16 15:22:00,206.12.24.110,0,248.886,251.896,284.073,8.365
2011-11-16 15:22:00,193.48.99.79,12,293.195,294.992,306.903,3.436
2011-11-16 15:22:00,130.246.179.197,0,292.993,293.993,295.258,0.708
2011-11-16 15:22:00,90.147.67.252,6,305.243,307.059,309.794,1.274
2011-11-20 11:52:00,137.189.27.61,0,2.866,3.050,4.005,0.256
2011-11-20 11:52:00,64.57.17.162,0,209.156,209.579,210.186,0.698
2011-11-20 11:52:00,206.12.24.110,0,201.180,202.019,203.120,0.605
2011-11-20 11:52:00,193.48.99.79,0,293.165,293.450,294.175,0.385
2011-11-20 11:52:00,130.246.179.197,0,293.232,293.798,296.200,1.138
2011-11-20 11:52:00,90.147.67.252,0,306.206,306.691,308.241,0.781
2011-11-19 15:22:00,137.189.27.61,0,2.943,4.436,13.971,2.483
2011-11-19 15:22:00,64.57.17.162,0,209.181,209.975,211.181,0.831
2011-11-19 15:22:00,206.12.24.110,0,202.164,204.565,217.490,3.553
2011-11-19 15:22:00,193.48.99.79,12,290.286,292.816,297.982,2.724
2011-11-19 15:22:00,130.246.179.197,0,289.215,290.072,291.263,0.889
2011-11-19 15:22:00,90.147.67.252,0,303.192,303.866,305.105,0.527
2011-11-29 14:22:00,137.189.27.61,0,2.820,3.740,4.406,0.438
2011-11-29 14:22:00,64.57.17.162,0,209.313,213.412,264.412,13.183
2011-11-29 14:22:00,206.12.24.110,0,202.004,204.291,210.753,2.383
2011-11-29 14:22:00,193.48.99.79,0,292.503,294.918,298.305,1.753
2011-11-29 14:22:00,130.246.179.197,0,292.148,294.202,298.211,2.019
2011-11-29 14:22:00,90.147.67.252,0,305.344,306.471,308.027,1.005
2011-11-24 05:52:00,137.189.27.61,0,1.933,2.530,3.013,0.436
2011-11-24 05:52:00,64.57.17.162,0,208.303,209.118,210.097,0.772
2011-11-24 05:52:00,206.12.24.110,0,201.155,201.607,203.133,0.681
2011-11-24 05:52:00,193.48.99.79,0,292.417,293.365,294.149,0.819
2011-11-24 05:52:00,130.246.179.197,0,292.237,292.647,294.073,0.559
2011-11-24 05:52:00,90.147.67.252,0,306.236,306.487,308.264,0.528
2011-11-26 23:22:00,137.189.27.61,0,2.879,3.299,4.081,0.415
2011-11-26 23:22:00,64.57.17.162,0,209.142,209.678,210.243,0.770
2011-11-26 23:22:00,206.12.24.110,6,201.237,207.351,218.146,5.631
2011-11-26 23:22:00,193.48.99.79,0,291.243,291.921,292.899,0.548
2011-11-26 23:22:00,130.246.179.197,0,291.223,291.692,292.399,0.817
2011-11-26 23:22:00,90.147.67.252,0,304.275,305.916,308.338,1.248
2011-11-19 12:22:00,137.189.27.61,0,2.480,3.495,3.998,0.540
2011-11-19 12:22:00,64.57.17.162,0,209.188,209.805,210.271,0.448
2011-11-19 12:22:00,206.12.24.110,0,201.657,202.826,204.956,0.972
2011-11-19 12:22:00,193.48.99.79,0,289.352,290.416,291.260,0.732
2011-11-19 12:22:00,130.246.179.197,0,289.199,290.461,297.258,1.951
2011-11-19 12:22:00,90.147.67.252,0,303.234,303.759,305.820,0.964
2011-11-18 19:22:00,137.189.27.61,0,2.950,3.530,4.027,0.435
2011-11-18 19:22:00,64.57.17.162,18,209.690,214.510,221.301,4.016
2011-11-18 19:22:00,206.12.24.110,6,202.149,210.529,287.236,20.689
2011-11-18 19:22:00,193.48.99.79,0,291.282,292.424,294.211,0.866
2011-11-18 19:22:00,130.246.179.197,0,291.293,292.341,293.194,0.659
2011-11-18 19:22:00,90.147.67.252,0,307.223,307.888,309.223,0.622
2011-11-13 20:22:00,137.189.27.61,0,2.967,3.846,5.214,0.736
2011-11-13 20:22:00,64.57.17.162,0,209.190,209.922,210.239,0.718
2011-11-13 20:22:00,206.12.24.110,0,249.200,251.240,259.274,2.521
2011-11-13 20:22:00,193.48.99.79,0,291.246,292.131,293.184,0.888
2011-11-13 20:22:00,130.246.179.197,0,291.244,291.872,293.228,0.566
2011-11-13 20:22:00,90.147.67.252,0,305.208,305.723,307.347,0.938
2011-11-22 02:22:00,137.189.27.61,0,2.339,2.974,3.985,0.313
2011-11-22 02:22:00,64.57.17.162,0,209.167,210.050,212.160,0.872
2011-11-22 02:22:00,206.12.24.110,0,201.190,203.020,205.795,1.486
2011-11-22 02:22:00,193.48.99.79,0,289.223,289.869,291.223,0.879
2011-11-22 02:22:00,130.246.179.197,0,289.241,290.038,291.271,1.008
2011-11-22 02:22:00,90.147.67.252,0,302.271,303.178,303.592,0.708
2011-11-23 13:52:00,137.189.27.61,0,3.753,6.955,14.066,2.684
2011-11-23 13:52:00,64.57.17.162,0,209.976,213.008,220.454,3.004
2011-11-23 13:52:00,206.12.24.110,0,205.994,212.703,221.632,4.539
2011-11-23 13:52:00,193.48.99.79,62,297.857,300.834,308.473,3.680
2011-11-23 13:52:00,130.246.179.197,6,293.543,297.024,301.155,2.215
2011-11-23 13:52:00,90.147.67.252,0,304.288,308.289,312.632,2.337
2011-11-23 09:22:00,137.189.27.61,0,2.785,3.464,3.997,0.454
2011-11-23 09:22:00,64.57.17.162,0,209.171,209.824,210.460,0.670
2011-11-23 09:22:00,206.12.24.110,0,202.132,202.768,203.194,0.769
2011-11-23 09:22:00,193.48.99.79,0,289.260,289.992,291.187,0.812
2011-11-23 09:22:00,130.246.179.197,0,289.192,289.577,291.209,0.680
2011-11-23 09:22:00,90.147.67.252,6,303.256,303.572,306.182,0.918
2011-11-14 01:52:00,137.189.27.61,0,2.933,3.168,3.960,0.381
2011-11-14 01:52:00,64.57.17.162,0,209.149,210.040,211.185,0.765
2011-11-14 01:52:00,206.12.24.110,0,248.208,254.510,302.276,13.633
2011-11-14 01:52:00,193.48.99.79,0,291.188,291.569,292.281,0.465
2011-11-14 01:52:00,130.246.179.197,0,291.192,291.373,292.242,0.442
2011-11-14 01:52:00,90.147.67.252,0,304.251,305.151,306.265,0.700
2011-11-15 10:52:00,137.189.27.61,0,3.017,3.735,4.398,0.426
2011-11-15 10:52:00,64.57.17.162,0,209.184,210.090,210.820,0.751
2011-11-15 10:52:00,206.12.24.110,0,249.162,266.678,326.148,19.742
2011-11-15 10:52:00,193.48.99.79,0,292.360,293.286,295.107,1.064
2011-11-15 10:52:00,130.246.179.197,0,292.265,293.260,294.196,0.775
2011-11-15 10:52:00,90.147.67.252,0,305.357,307.299,320.307,3.536
2011-11-18 11:22:00,137.189.27.61,0,3.048,3.849,4.620,0.477
2011-11-18 11:22:00,64.57.17.162,0,209.175,209.910,210.407,0.697
2011-11-18 11:22:00,206.12.24.110,6,290.345,320.758,341.686,14.259
2011-11-18 11:22:00,193.48.99.79,0,292.259,292.811,293.308,0.656
2011-11-18 11:22:00,130.246.179.197,0,291.313,292.657,294.210,0.807
2011-11-18 11:22:00,90.147.67.252,0,307.193,308.022,309.381,0.646
2011-11-13 18:52:00,137.189.27.61,0,2.691,9.174,95.529,22.300
2011-11-13 18:52:00,64.57.17.162,0,209.171,209.828,210.494,0.735
2011-11-13 18:52:00,206.12.24.110,0,248.184,248.992,249.640,0.479
2011-11-13 18:52:00,193.48.99.79,0,291.264,291.957,293.127,0.576
2011-11-13 18:52:00,130.246.179.197,0,291.213,291.702,292.492,0.688
2011-11-13 18:52:00,90.147.67.252,0,304.865,305.406,306.282,0.601
2011-11-22 12:22:00,137.189.27.61,0,3.039,4.142,6.906,0.919
2011-11-22 12:22:00,64.57.17.162,0,209.513,210.069,210.490,0.678
2011-11-22 12:22:00,206.12.24.110,0,202.020,205.045,220.231,5.427
2011-11-22 12:22:00,193.48.99.79,0,289.433,290.604,292.145,0.960
2011-11-22 12:22:00,130.246.179.197,0,289.446,290.364,291.604,0.580
2011-11-22 12:22:00,90.147.67.252,0,303.202,304.041,305.489,1.036
2011-11-29 17:52:00,137.189.27.61,0,3.458,4.133,5.498,0.557
2011-11-29 17:52:00,64.57.17.162,0,209.220,210.461,212.892,0.867
2011-11-29 17:52:00,206.12.24.110,0,202.313,203.346,204.359,0.668
2011-11-29 17:52:00,193.48.99.79,0,292.271,293.316,296.226,1.108
2011-11-29 17:52:00,130.246.179.197,0,291.860,292.791,295.054,1.056
2011-11-29 17:52:00,90.147.67.252,0,305.253,306.573,308.509,1.108
2011-11-17 07:52:00,137.189.27.61,0,2.064,2.900,3.028,0.241
2011-11-17 07:52:00,64.57.17.162,0,208.356,209.231,209.961,0.652
2011-11-17 07:52:00,206.12.24.110,0,248.172,248.559,250.223,0.692
2011-11-17 07:52:00,193.48.99.79,0,291.194,291.325,291.835,0.566
2011-11-17 07:52:00,130.246.179.197,0,291.209,291.269,291.392,0.429
2011-11-17 07:52:00,90.147.67.252,0,303.985,304.407,305.329,0.623
2011-11-27 03:22:00,137.189.27.61,0,1.974,2.955,4.026,0.517
2011-11-27 03:22:00,64.57.17.162,0,208.916,209.445,210.187,0.422
2011-11-27 03:22:00,206.12.24.110,0,201.149,201.777,205.179,1.157
2011-11-27 03:22:00,193.48.99.79,0,291.198,291.499,293.082,0.529
2011-11-27 03:22:00,130.246.179.197,0,291.221,291.413,292.429,0.374
2011-11-27 03:22:00,90.147.67.252,0,305.135,306.660,312.287,2.018
2011-11-18 04:22:00,137.189.27.61,0,1.961,2.719,3.034,0.340
2011-11-18 04:22:00,64.57.17.162,0,208.346,209.366,210.157,0.575
2011-11-18 04:22:00,206.12.24.110,0,250.194,282.380,324.283,24.459
2011-11-18 04:22:00,193.48.99.79,0,291.203,291.418,292.147,0.353
2011-11-18 04:22:00,130.246.179.197,0,291.224,291.297,291.570,0.546
2011-11-18 04:22:00,90.147.67.252,0,306.252,307.099,308.955,1.137
2011-11-19 09:52:00,137.189.27.61,0,2.207,2.850,3.100,0.299
2011-11-19 09:52:00,64.57.17.162,0,209.150,209.423,210.212,0.406
2011-11-19 09:52:00,206.12.24.110,0,201.205,202.175,203.174,0.786
2011-11-19 09:52:00,193.48.99.79,0,289.163,289.783,291.179,0.884
2011-11-19 09:52:00,130.246.179.197,0,289.198,289.492,290.320,0.565
2011-11-19 09:52:00,90.147.67.252,0,302.580,303.295,303.932,0.538
2011-11-18 12:22:00,137.189.27.61,0,2.625,3.664,4.053,0.466
2011-11-18 12:22:00,64.57.17.162,0,209.425,210.205,211.120,0.714
2011-11-18 12:22:00,206.12.24.110,0,292.179,311.266,336.202,12.538
2011-11-18 12:22:00,193.48.99.79,0,291.766,292.667,293.569,0.493
2011-11-18 12:22:00,130.246.179.197,0,291.412,292.594,295.191,1.133
2011-11-18 12:22:00,90.147.67.252,0,307.299,308.070,309.323,0.955
2011-11-15 11:52:00,137.189.27.61,0,2.813,3.705,4.711,0.528
2011-11-15 11:52:00,64.57.17.162,0,209.297,210.342,211.840,0.676
2011-11-15 11:52:00,206.12.24.110,0,250.254,263.022,298.913,14.853
2011-11-15 11:52:00,193.48.99.79,0,292.217,293.561,300.152,1.805
2011-11-15 11:52:00,130.246.179.197,0,292.243,293.199,297.497,1.414
2011-11-15 11:52:00,90.147.67.252,6,305.493,307.331,310.945,1.415
2011-11-15 16:52:00,137.189.27.61,0,4.983,12.399,19.986,4.598
2011-11-15 16:52:00,64.57.17.162,0,209.866,212.450,219.852,2.755
2011-11-15 16:52:00,206.12.24.110,0,249.754,275.967,320.605,21.152
2011-11-15 16:52:00,193.48.99.79,0,292.837,296.105,307.150,3.210
2011-11-15 16:52:00,130.246.179.197,0,292.775,296.043,301.580,2.671
2011-11-15 16:52:00,90.147.67.252,0,305.861,308.966,313.590,2.219
2011-11-13 05:22:00,137.189.27.61,0,1.992,2.700,3.015,0.364
2011-11-13 05:22:00,64.57.17.162,0,208.362,209.192,210.043,0.302
2011-11-13 05:22:00,206.12.24.110,0,248.026,257.129,303.012,17.179
2011-11-13 05:22:00,193.48.99.79,6,291.245,291.403,292.015,0.734
2011-11-13 05:22:00,130.246.179.197,0,290.447,291.324,291.884,0.605
2011-11-13 05:22:00,90.147.67.252,0,304.254,304.583,305.284,0.691
2011-11-24 12:52:00,137.189.27.61,0,2.954,5.034,9.040,1.607
2011-11-24 12:52:00,64.57.17.162,0,209.860,211.268,215.621,1.693
2011-11-24 12:52:00,206.12.24.110,0,202.255,204.902,211.416,2.630
2011-11-24 12:52:00,193.48.99.79,0,293.888,296.046,300.162,1.696
2011-11-24 12:52:00,130.246.179.197,0,293.951,295.627,299.094,1.577
2011-11-24 12:52:00,90.147.67.252,0,306.564,308.531,311.463,1.170
2011-11-20 11:22:00,137.189.27.61,0,2.809,4.911,30.974,6.745
2011-11-20 11:22:00,64.57.17.162,0,209.125,209.466,210.195,0.522
2011-11-20 11:22:00,206.12.24.110,0,201.392,202.749,208.160,1.527
2011-11-20 11:22:00,193.48.99.79,0,293.201,293.593,294.290,0.858
2011-11-20 11:22:00,130.246.179.197,0,293.209,293.636,295.005,0.802
2011-11-20 11:22:00,90.147.67.252,0,306.203,306.433,307.034,0.258
2011-11-28 11:22:00,137.189.27.61,0,3.385,3.871,4.478,0.288
2011-11-28 11:22:00,64.57.17.162,0,209.269,210.297,211.445,0.714
2011-11-28 11:22:00,206.12.24.110,0,201.285,202.339,203.142,0.493
2011-11-28 11:22:00,193.48.99.79,0,291.275,292.545,294.235,0.738
2011-11-28 11:22:00,130.246.179.197,0,291.295,292.421,293.741,0.996
2011-11-28 11:22:00,90.147.67.252,0,304.265,305.758,308.299,0.921
2011-11-17 03:22:00,137.189.27.61,0,2.010,3.293,6.031,0.921
2011-11-17 03:22:00,64.57.17.162,0,208.460,209.370,210.150,0.720
2011-11-17 03:22:00,206.12.24.110,0,248.177,248.412,249.177,0.381
2011-11-17 03:22:00,193.48.99.79,0,291.232,291.394,292.694,0.425
2011-11-17 03:22:00,130.246.179.197,0,291.232,291.478,292.268,0.610
