Datetime,DestIP,hops
2011-11-14 23:22:00,90.147.67.252,22
2011-11-13 05:52:00,137.189.27.61,7
2011-11-13 05:52:00,64.57.17.162,11
2011-11-13 05:52:00,206.12.24.110,14
2011-11-13 05:52:00,193.48.99.79,21
2011-11-13 05:52:00,130.246.179.197,21
2011-11-13 05:52:00,90.147.67.252,22
2011-11-18 08:52:00,137.189.27.61,7
2011-11-18 08:52:00,64.57.17.162,11
2011-11-18 08:52:00,206.12.24.110,14
2011-11-18 08:52:00,193.48.99.79,21
2011-11-18 08:52:00,130.246.179.197,21
2011-11-18 08:52:00,90.147.67.252,23
2011-11-24 11:22:00,137.189.27.61,7
2011-11-24 11:22:00,64.57.17.162,11
2011-11-24 11:22:00,206.12.24.110,14
2011-11-24 11:22:00,193.48.99.79,22
2011-11-24 11:22:00,130.246.179.197,21
2011-11-24 11:22:00,90.147.67.252,23
2011-11-23 01:22:00,137.189.27.61,7
2011-11-23 01:22:00,64.57.17.162,11
2011-11-23 01:22:00,206.12.24.110,14
2011-11-23 01:22:00,193.48.99.79,21
2011-11-23 01:22:00,130.246.179.197,21
2011-11-23 01:22:00,90.147.67.252,22
2011-11-24 13:22:00,137.189.27.61,7
2011-11-24 13:22:00,64.57.17.162,11
2011-11-24 13:22:00,206.12.24.110,14
2011-11-24 13:22:00,193.48.99.79,21
2011-11-24 13:22:00,130.246.179.197,21
2011-11-24 13:22:00,90.147.67.252,22
2011-11-14 07:22:00,137.189.27.61,7
2011-11-14 07:22:00,64.57.17.162,11
2011-11-14 07:22:00,206.12.24.110,14
2011-11-14 07:22:00,193.48.99.79,21
2011-11-14 07:22:00,130.246.179.197,21
2011-11-14 07:22:00,90.147.67.252,22
2011-11-24 09:52:00,137.189.27.61,7
2011-11-24 09:52:00,64.57.17.162,11
2011-11-24 09:52:00,206.12.24.110,14
2011-11-24 09:52:00,193.48.99.79,22
2011-11-24 09:52:00,130.246.179.197,21
2011-11-24 09:52:00,90.147.67.252,23
2011-11-15 14:22:00,137.189.27.61,7
2011-11-15 14:22:00,64.57.17.162,11
2011-11-15 14:22:00,206.12.24.110,14
2011-11-15 14:22:00,193.48.99.79,21
2011-11-15 14:22:00,130.246.179.197,21
2011-11-15 14:22:00,90.147.67.252,22
2011-11-20 00:52:00,137.189.27.61,7
2011-11-20 00:52:00,64.57.17.162,11
2011-11-20 00:52:00,206.12.24.110,14
2011-11-20 00:52:00,193.48.99.79,21
2011-11-20 00:52:00,130.246.179.197,21
2011-11-20 00:52:00,90.147.67.252,22
2011-11-12 20:52:00,137.189.27.61,7
2011-11-12 20:52:00,64.57.17.162,11
2011-11-12 20:52:00,206.12.24.110,14
2011-11-12 20:52:00,193.48.99.79,21
2011-11-12 20:52:00,130.246.179.197,21
2011-11-12 20:52:00,90.147.67.252,22
2011-11-24 02:22:00,137.189.27.61,7
2011-11-24 02:22:00,64.57.17.162,11
2011-11-24 02:22:00,206.12.24.110,14
2011-11-24 02:22:00,193.48.99.79,21
2011-11-24 02:22:00,130.246.179.197,21
2011-11-24 02:22:00,90.147.67.252,22
2011-11-22 22:52:00,137.189.27.61,7
2011-11-22 22:52:00,64.57.17.162,11
2011-11-22 22:52:00,206.12.24.110,14
2011-11-22 22:52:00,193.48.99.79,21
2011-11-22 22:52:00,130.246.179.197,21
2011-11-22 22:52:00,90.147.67.252,22
2011-11-14 14:52:00,137.189.27.61,7
2011-11-14 14:52:00,64.57.17.162,11
2011-11-14 14:52:00,206.12.24.110,14
2011-11-14 14:52:00,193.48.99.79,21
2011-11-14 14:52:00,130.246.179.197,21
2011-11-14 14:52:00,90.147.67.252,22
2011-11-12 19:28:00,137.189.27.61,7
2011-11-12 19:28:00,64.57.17.162,11
2011-11-12 19:28:00,206.12.24.110,14
2011-11-12 19:28:00,193.48.99.79,21
2011-11-12 19:28:00,130.246.179.197,21
2011-11-12 19:28:00,90.147.67.252,22
2011-11-16 05:52:00,137.189.27.61,7
2011-11-16 05:52:00,64.57.17.162,11
2011-11-16 05:52:00,206.12.24.110,14
2011-11-16 05:52:00,193.48.99.79,21
2011-11-16 05:52:00,130.246.179.197,21
2011-11-16 05:52:00,90.147.67.252,22
2011-11-16 11:22:00,137.189.27.61,7
2011-11-16 11:22:00,64.57.17.162,11
2011-11-16 11:22:00,206.12.24.110,14
2011-11-16 11:22:00,193.48.99.79,21
2011-11-16 11:22:00,130.246.179.197,21
2011-11-16 11:22:00,90.147.67.252,22
2011-11-28 03:52:00,137.189.27.61,7
2011-11-28 03:52:00,64.57.17.162,11
2011-11-28 03:52:00,206.12.24.110,14
2011-11-28 03:52:00,193.48.99.79,21
2011-11-28 03:52:00,130.246.179.197,21
2011-11-28 03:52:00,90.147.67.252,22
2011-11-25 23:22:00,137.189.27.61,7
2011-11-25 23:22:00,64.57.17.162,11
2011-11-25 23:22:00,206.12.24.110,14
2011-11-25 23:22:00,193.48.99.79,21
2011-11-25 23:22:00,130.246.179.197,21
2011-11-25 23:22:00,90.147.67.252,22
2011-11-13 20:52:00,137.189.27.61,7
2011-11-13 20:52:00,64.57.17.162,11
2011-11-13 20:52:00,206.12.24.110,14
2011-11-13 20:52:00,193.48.99.79,21
2011-11-13 20:52:00,130.246.179.197,21
2011-11-13 20:52:00,90.147.67.252,21
2011-11-21 20:22:00,137.189.27.61,7
2011-11-21 20:22:00,64.57.17.162,11
2011-11-21 20:22:00,206.12.24.110,14
2011-11-21 20:22:00,193.48.99.79,21
2011-11-21 20:22:00,130.246.179.197,21
2011-11-21 20:22:00,90.147.67.252,22
2011-11-23 14:52:00,137.189.27.61,7
2011-11-23 14:52:00,64.57.17.162,11
2011-11-23 14:52:00,206.12.24.110,14
2011-11-23 14:52:00,193.48.99.79,21
2011-11-23 14:52:00,130.246.179.197,21
2011-11-23 14:52:00,90.147.67.252,22
2011-11-14 12:22:00,137.189.27.61,7
2011-11-14 12:22:00,64.57.17.162,11
2011-11-14 12:22:00,206.12.24.110,14
2011-11-14 12:22:00,193.48.99.79,21
2011-11-14 12:22:00,130.246.179.197,21
2011-11-14 12:22:00,90.147.67.252,22
2011-11-26 17:52:00,137.189.27.61,7
2011-11-26 17:52:00,64.57.17.162,11
2011-11-26 17:52:00,206.12.24.110,15
2011-11-26 17:52:00,193.48.99.79,21
2011-11-26 17:52:00,130.246.179.197,21
2011-11-26 17:52:00,90.147.67.252,22
2011-11-22 07:52:00,137.189.27.61,7
2011-11-22 07:52:00,64.57.17.162,11
2011-11-22 07:52:00,206.12.24.110,14
2011-11-22 07:52:00,193.48.99.79,21
2011-11-22 07:52:00,130.246.179.197,21
2011-11-22 07:52:00,90.147.67.252,22
2011-11-21 09:22:00,137.189.27.61,7
2011-11-21 09:22:00,64.57.17.162,11
2011-11-21 09:22:00,206.12.24.110,14
2011-11-21 09:22:00,193.48.99.79,21
2011-11-21 09:22:00,130.246.179.197,21
2011-11-21 09:22:00,90.147.67.252,22
2011-11-19 14:22:00,137.189.27.61,7
2011-11-19 14:22:00,64.57.17.162,11
2011-11-19 14:22:00,206.12.24.110,14
2011-11-19 14:22:00,193.48.99.79,21
2011-11-19 14:22:00,130.246.179.197,21
2011-11-19 14:22:00,90.147.67.252,22
2011-11-24 22:22:00,137.189.27.61,7
2011-11-24 22:22:00,64.57.17.162,11
2011-11-24 22:22:00,206.12.24.110,14
2011-11-24 22:22:00,193.48.99.79,21
2011-11-24 22:22:00,130.246.179.197,21
2011-11-24 22:22:00,90.147.67.252,22
2011-11-25 19:52:00,137.189.27.61,7
2011-11-25 19:52:00,64.57.17.162,11
2011-11-25 19:52:00,206.12.24.110,14
2011-11-25 19:52:00,193.48.99.79,21
2011-11-25 19:52:00,130.246.179.197,21
2011-11-25 19:52:00,90.147.67.252,22
2011-11-24 06:52:00,137.189.27.61,7
2011-11-24 06:52:00,64.57.17.162,11
2011-11-24 06:52:00,206.12.24.110,14
2011-11-24 06:52:00,193.48.99.79,21
2011-11-24 06:52:00,130.246.179.197,21
2011-11-24 06:52:00,90.147.67.252,22
2011-11-14 00:52:00,137.189.27.61,7
2011-11-14 00:52:00,64.57.17.162,11
2011-11-14 00:52:00,206.12.24.110,14
2011-11-14 00:52:00,193.48.99.79,21
2011-11-14 00:52:00,130.246.179.197,21
2011-11-14 00:52:00,90.147.67.252,22
2011-11-27 16:52:00,137.189.27.61,7
2011-11-27 16:52:00,64.57.17.162,11
2011-11-27 16:52:00,206.12.24.110,14
2011-11-27 16:52:00,193.48.99.79,21
2011-11-27 16:52:00,130.246.179.197,21
2011-11-27 16:52:00,90.147.67.252,22
2011-11-13 18:52:00,137.189.27.61,7
2011-11-13 18:52:00,64.57.17.162,11
2011-11-13 18:52:00,206.12.24.110,14
2011-11-13 18:52:00,193.48.99.79,21
2011-11-13 18:52:00,130.246.179.197,21
2011-11-13 18:52:00,90.147.67.252,22
2011-11-26 18:22:00,137.189.27.61,7
2011-11-26 18:22:00,64.57.17.162,11
2011-11-26 18:22:00,206.12.24.110,15
2011-11-26 18:22:00,193.48.99.79,21
2011-11-26 18:22:00,130.246.179.197,21
2011-11-26 18:22:00,90.147.67.252,22
2011-11-19 03:22:00,137.189.27.61,7
2011-11-19 03:22:00,64.57.17.162,11
2011-11-19 03:22:00,206.12.24.110,14
2011-11-19 03:22:00,193.48.99.79,21
2011-11-19 03:22:00,130.246.179.197,21
2011-11-19 03:22:00,90.147.67.252,23
2011-11-15 17:22:00,137.189.27.61,7
2011-11-15 17:22:00,64.57.17.162,11
2011-11-15 17:22:00,206.12.24.110,14
2011-11-15 17:22:00,193.48.99.79,21
2011-11-15 17:22:00,130.246.179.197,21
2011-11-15 17:22:00,90.147.67.252,22
2011-11-17 21:52:00,137.189.27.61,7
2011-11-17 21:52:00,64.57.17.162,11
2011-11-17 21:52:00,206.12.24.110,14
2011-11-17 21:52:00,193.48.99.79,21
2011-11-17 21:52:00,130.246.179.197,21
2011-11-17 21:52:00,90.147.67.252,23
2011-11-14 17:52:00,137.189.27.61,7
2011-11-14 17:52:00,64.57.17.162,11
2011-11-14 17:52:00,206.12.24.110,14
2011-11-14 17:52:00,193.48.99.79,21
2011-11-14 17:52:00,130.246.179.197,21
2011-11-14 17:52:00,90.147.67.252,22
2011-11-24 02:52:00,137.189.27.61,7
2011-11-24 02:52:00,64.57.17.162,11
2011-11-24 02:52:00,206.12.24.110,14
2011-11-24 02:52:00,193.48.99.79,21
2011-11-24 02:52:00,130.246.179.197,21
2011-11-24 02:52:00,90.147.67.252,22
2011-11-17 19:22:00,137.189.27.61,7
2011-11-17 19:22:00,64.57.17.162,11
2011-11-17 19:22:00,206.12.24.110,14
2011-11-17 19:22:00,193.48.99.79,21
2011-11-17 19:22:00,130.246.179.197,21
2011-11-17 19:22:00,90.147.67.252,22
2011-11-27 23:22:00,137.189.27.61,7
2011-11-27 23:22:00,64.57.17.162,11
2011-11-27 23:22:00,206.12.24.110,14
2011-11-27 23:22:00,193.48.99.79,21
2011-11-27 23:22:00,130.246.179.197,21
2011-11-27 23:22:00,90.147.67.252,22
2011-11-25 10:52:00,137.189.27.61,7
2011-11-25 10:52:00,64.57.17.162,11
2011-11-25 10:52:00,206.12.24.110,14
2011-11-25 10:52:00,193.48.99.79,21
2011-11-25 10:52:00,130.246.179.197,21
2011-11-25 10:52:00,90.147.67.252,22
2011-11-20 14:22:00,137.189.27.61,7
2011-11-20 14:22:00,64.57.17.162,11
2011-11-20 14:22:00,206.12.24.110,14
2011-11-20 14:22:00,193.48.99.79,21
2011-11-20 14:22:00,130.246.179.197,21
2011-11-20 14:22:00,90.147.67.252,22
2011-11-16 16:52:00,137.189.27.61,7
2011-11-16 16:52:00,64.57.17.162,11
2011-11-16 16:52:00,206.12.24.110,14
2011-11-16 16:52:00,193.48.99.79,21
2011-11-16 16:52:00,130.246.179.197,21
2011-11-16 16:52:00,90.147.67.252,22
2011-11-26 09:22:00,137.189.27.61,7
2011-11-26 09:22:00,64.57.17.162,11
2011-11-26 09:22:00,206.12.24.110,14
2011-11-26 09:22:00,193.48.99.79,21
2011-11-26 09:22:00,130.246.179.197,21
2011-11-26 09:22:00,90.147.67.252,22
2011-11-14 11:22:00,137.189.27.61,7
2011-11-14 11:22:00,64.57.17.162,11
2011-11-14 11:22:00,206.12.24.110,14
2011-11-14 11:22:00,193.48.99.79,21
2011-11-14 11:22:00,130.246.179.197,21
2011-11-14 11:22:00,90.147.67.252,22
2011-11-25 23:52:00,137.189.27.61,7
2011-11-25 23:52:00,64.57.17.162,11
2011-11-25 23:52:00,206.12.24.110,14
2011-11-25 23:52:00,193.48.99.79,21
2011-11-25 23:52:00,130.246.179.197,21
2011-11-25 23:52:00,90.147.67.252,22
2011-11-23 15:52:00,137.189.27.61,7
2011-11-23 15:52:00,64.57.17.162,11
2011-11-23 15:52:00,206.12.24.110,14
2011-11-23 15:52:00,193.48.99.79,21
2011-11-23 15:52:00,130.246.179.197,21
2011-11-23 15:52:00,90.147.67.252,22
2011-11-21 13:52:00,137.189.27.61,7
2011-11-21 13:52:00,64.57.17.162,11
2011-11-21 13:52:00,206.12.24.110,14
2011-11-21 13:52:00,193.48.99.79,21
2011-11-21 13:52:00,130.246.179.197,21
2011-11-21 13:52:00,90.147.67.252,22
2011-11-26 04:22:00,137.189.27.61,7
2011-11-26 04:22:00,64.57.17.162,11
2011-11-26 04:22:00,206.12.24.110,14
2011-11-26 04:22:00,193.48.99.79,21
2011-11-26 04:22:00,130.246.179.197,21
2011-11-26 04:22:00,90.147.67.252,22
2011-11-28 19:52:00,137.189.27.61,7
2011-11-28 19:52:00,64.57.17.162,11
2011-11-28 19:52:00,206.12.24.110,14
2011-11-28 19:52:00,193.48.99.79,21
2011-11-28 19:52:00,130.246.179.197,21
2011-11-28 19:52:00,90.147.67.252,22
2011-11-21 10:52:00,137.189.27.61,7
2011-11-21 10:52:00,64.57.17.162,11
2011-11-21 10:52:00,206.12.24.110,14
2011-11-21 10:52:00,193.48.99.79,21
2011-11-21 10:52:00,130.246.179.197,21
2011-11-21 10:52:00,90.147.67.252,22
2011-11-28 07:52:00,137.189.27.61,7
2011-11-28 07:52:00,64.57.17.162,11
2011-11-28 07:52:00,206.12.24.110,14
2011-11-28 07:52:00,193.48.99.79,21
2011-11-28 07:52:00,130.246.179.197,21
2011-11-28 07:52:00,90.147.67.252,22
2011-11-29 22:52:00,137.189.27.61,7
2011-11-29 22:52:00,64.57.17.162,11
2011-11-29 22:52:00,206.12.24.110,14
2011-11-29 22:52:00,193.48.99.79,21
2011-11-29 22:52:00,130.246.179.197,21
2011-11-29 22:52:00,90.147.67.252,22
2011-11-19 23:52:00,137.189.27.61,7
2011-11-19 23:52:00,64.57.17.162,11
2011-11-19 23:52:00,206.12.24.110,14
2011-11-19 23:52:00,193.48.99.79,21
2011-11-19 23:52:00,130.246.179.197,21
2011-11-19 23:52:00,90.147.67.252,22
2011-11-17 07:22:00,137.189.27.61,7
2011-11-17 07:22:00,64.57.17.162,11
2011-11-17 07:22:00,206.12.24.110,14
2011-11-17 07:22:00,193.48.99.79,21
2011-11-17 07:22:00,130.246.179.197,21
2011-11-17 07:22:00,90.147.67.252,22
2011-11-24 15:22:00,137.189.27.61,7
2011-11-24 15:22:00,64.57.17.162,11
2011-11-24 15:22:00,206.12.24.110,14
2011-11-24 15:22:00,193.48.99.79,21
2011-11-24 15:22:00,130.246.179.197,21
2011-11-20 13:52:00,137.189.27.61,7
2011-11-20 13:52:00,64.57.17.162,11
2011-11-20 13:52:00,206.12.24.110,14
2011-11-20 13:52:00,193.48.99.79,21
2011-11-20 13:52:00,130.246.179.197,21
2011-11-20 13:52:00,90.147.67.252,22
2011-11-15 06:52:00,137.189.27.61,7
2011-11-15 06:52:00,64.57.17.162,11
2011-11-15 06:52:00,206.12.24.110,14
2011-11-15 06:52:00,193.48.99.79,21
2011-11-15 06:52:00,130.246.179.197,21
2011-11-15 06:52:00,90.147.67.252,22
2011-11-24 00:52:00,137.189.27.61,7
2011-11-24 00:52:00,64.57.17.162,11
2011-11-24 00:52:00,206.12.24.110,14
2011-11-24 00:52:00,193.48.99.79,21
2011-11-24 00:52:00,130.246.179.197,21
2011-11-24 00:52:00,90.147.67.252,22
2011-11-17 12:52:00,137.189.27.61,7
2011-11-17 12:52:00,64.57.17.162,11
2011-11-17 12:52:00,206.12.24.110,14
2011-11-17 12:52:00,193.48.99.79,21
2011-11-17 12:52:00,130.246.179.197,21
2011-11-17 12:52:00,90.147.67.252,22
2011-11-19 11:22:00,137.189.27.61,7
2011-11-19 11:22:00,64.57.17.162,11
2011-11-19 11:22:00,206.12.24.110,14
2011-11-19 11:22:00,193.48.99.79,21
2011-11-19 11:22:00,130.246.179.197,21
2011-11-19 11:22:00,90.147.67.252,22
2011-11-16 18:22:00,137.189.27.61,7
2011-11-16 18:22:00,64.57.17.162,11
2011-11-16 18:22:00,206.12.24.110,14
2011-11-16 18:22:00,193.48.99.79,21
2011-11-16 18:22:00,130.246.179.197,21
2011-11-16 18:22:00,90.147.67.252,22
2011-11-24 04:52:00,137.189.27.61,7
2011-11-24 04:52:00,64.57.17.162,11
2011-11-24 04:52:00,206.12.24.110,14
2011-11-24 04:52:00,193.48.99.79,21
2011-11-24 04:52:00,130.246.179.197,21
2011-11-24 04:52:00,90.147.67.252,22
2011-11-23 02:52:00,137.189.27.61,7
2011-11-23 02:52:00,64.57.17.162,11
2011-11-23 02:52:00,206.12.24.110,14
2011-11-23 02:52:00,193.48.99.79,21
2011-11-23 02:52:00,130.246.179.197,21
2011-11-23 02:52:00,90.147.67.252,22
2011-11-29 23:52:00,137.189.27.61,7
2011-11-29 23:52:00,64.57.17.162,11
2011-11-29 23:52:00,206.12.24.110,14
2011-11-29 23:52:00,193.48.99.79,21
2011-11-29 23:52:00,130.246.179.197,21
2011-11-29 23:52:00,90.147.67.252,22
2011-11-14 21:52:00,137.189.27.61,7
2011-11-14 21:52:00,64.57.17.162,11
2011-11-14 21:52:00,206.12.24.110,14
2011-11-14 21:52:00,193.48.99.79,21
2011-11-14 21:52:00,130.246.179.197,21
2011-11-14 21:52:00,90.147.67.252,22
2011-11-27 17:52:00,137.189.27.61,7
2011-11-27 17:52:00,64.57.17.162,11
2011-11-27 17:52:00,206.12.24.110,14
2011-11-27 17:52:00,193.48.99.79,21
2011-11-27 17:52:00,130.246.179.197,21
2011-11-27 17:52:00,90.147.67.252,22
2011-11-13 23:52:00,137.189.27.61,7
2011-11-13 23:52:00,64.57.17.162,11
2011-11-13 23:52:00,206.12.24.110,14
2011-11-13 23:52:00,193.48.99.79,21
2011-11-13 23:52:00,130.246.179.197,21
2011-11-13 23:52:00,90.147.67.252,22
2011-11-16 23:22:00,137.189.27.61,7
2011-11-16 23:22:00,64.57.17.162,11
2011-11-16 23:22:00,206.12.24.110,14
2011-11-16 23:22:00,193.48.99.79,21
2011-11-16 23:22:00,130.246.179.197,21
2011-11-16 23:22:00,90.147.67.252,22
2011-11-19 06:52:00,137.189.27.61,7
2011-11-19 06:52:00,64.57.17.162,11
2011-11-19 06:52:00,206.12.24.110,14
2011-11-19 06:52:00,193.48.99.79,21
2011-11-19 06:52:00,130.246.179.197,21
2011-11-19 06:52:00,90.147.67.252,22
2011-11-22 13:22:00,137.189.27.61,7
2011-11-22 13:22:00,64.57.17.162,11
2011-11-22 13:22:00,206.12.24.110,14
2011-11-22 13:22:00,193.48.99.79,21
2011-11-22 13:22:00,130.246.179.197,21
2011-11-22 13:22:00,90.147.67.252,22
2011-11-18 02:22:00,137.189.27.61,7
2011-11-18 02:22:00,64.57.17.162,11
2011-11-18 02:22:00,206.12.24.110,14
2011-11-18 02:22:00,193.48.99.79,21
2011-11-18 02:22:00,130.246.179.197,21
2011-11-18 02:22:00,90.147.67.252,23
2011-11-17 14:22:00,137.189.27.61,7
2011-11-17 14:22:00,64.57.17.162,11
2011-11-17 14:22:00,206.12.24.110,14
2011-11-17 14:22:00,193.48.99.79,21
2011-11-17 14:22:00,130.246.179.197,21
2011-11-17 14:22:00,90.147.67.252,22
2011-11-22 21:22:00,137.189.27.61,7
2011-11-22 21:22:00,64.57.17.162,11
2011-11-22 21:22:00,206.12.24.110,14
2011-11-22 21:22:00,193.48.99.79,21
2011-11-22 21:22:00,130.246.179.197,21
2011-11-20 03:52:00,137.189.27.61,7
2011-11-20 03:52:00,64.57.17.162,11
2011-11-20 03:52:00,206.12.24.110,14
2011-11-20 03:52:00,193.48.99.79,21
2011-11-20 03:52:00,130.246.179.197,21
2011-11-20 03:52:00,90.147.67.252,22
2011-11-24 17:22:00,137.189.27.61,7
2011-11-24 17:22:00,64.57.17.162,11
2011-11-24 17:22:00,206.12.24.110,14
2011-11-24 17:22:00,193.48.99.79,21
2011-11-24 17:22:00,130.246.179.197,21
2011-11-24 17:22:00,90.147.67.252,22
2011-11-13 23:22:00,137.189.27.61,7
2011-11-13 23:22:00,64.57.17.162,11
2011-11-13 23:22:00,206.12.24.110,14
2011-11-13 23:22:00,193.48.99.79,21
2011-11-13 23:22:00,130.246.179.197,21
2011-11-13 23:22:00,90.147.67.252,22
2011-11-27 01:52:00,137.189.27.61,7
2011-11-27 01:52:00,64.57.17.162,11
2011-11-27 01:52:00,206.12.24.110,14
2011-11-27 01:52:00,193.48.99.79,21
2011-11-27 01:52:00,130.246.179.197,21
2011-11-27 01:52:00,90.147.67.252,22
2011-11-22 23:22:00,137.189.27.61,7
2011-11-22 23:22:00,64.57.17.162,11
2011-11-22 23:22:00,206.12.24.110,14
2011-11-22 23:22:00,193.48.99.79,21
2011-11-22 23:22:00,130.246.179.197,21
2011-11-22 23:22:00,90.147.67.252,22
2011-11-21 23:22:00,137.189.27.61,7
2011-11-21 23:22:00,64.57.17.162,11
2011-11-21 23:22:00,206.12.24.110,14
2011-11-21 23:22:00,193.48.99.79,21
2011-11-21 23:22:00,130.246.179.197,21
2011-11-21 23:22:00,90.147.67.252,22
2011-11-16 10:52:00,137.189.27.61,7
2011-11-16 10:52:00,64.57.17.162,12
2011-11-16 10:52:00,206.12.24.110,14
2011-11-16 10:52:00,193.48.99.79,21
2011-11-16 10:52:00,130.246.179.197,21
2011-11-16 10:52:00,90.147.67.252,22
2011-11-21 12:52:00,137.189.27.61,7
2011-11-21 12:52:00,64.57.17.162,11
2011-11-21 12:52:00,206.12.24.110,14
2011-11-21 12:52:00,193.48.99.79,21
2011-11-21 12:52:00,130.246.179.197,21
2011-11-21 12:52:00,90.147.67.252,22
2011-11-17 01:52:00,137.189.27.61,7
2011-11-17 01:52:00,64.57.17.162,11
2011-11-17 01:52:00,206.12.24.110,14
2011-11-17 01:52:00,193.48.99.79,21
2011-11-17 01:52:00,130.246.179.197,21
2011-11-17 01:52:00,90.147.67.252,22
2011-11-18 14:52:00,137.189.27.61,7
2011-11-18 14:52:00,64.57.17.162,11
2011-11-18 14:52:00,206.12.24.110,14
2011-11-18 14:52:00,193.48.99.79,21
2011-11-18 14:52:00,130.246.179.197,21
2011-11-18 14:52:00,90.147.67.252,23
2011-11-19 04:52:00,137.189.27.61,7
2011-11-19 04:52:00,64.57.17.162,11
2011-11-19 04:52:00,206.12.24.110,14
2011-11-19 04:52:00,193.48.99.79,21
2011-11-19 04:52:00,130.246.179.197,21
2011-11-19 04:52:00,90.147.67.252,23
2011-11-23 16:22:00,137.189.27.61,7
2011-11-23 16:22:00,64.57.17.162,11
2011-11-23 16:22:00,206.12.24.110,14
2011-11-23 16:22:00,193.48.99.79,21
2011-11-23 16:22:00,130.246.179.197,21
2011-11-23 16:22:00,90.147.67.252,22
2011-11-20 22:22:00,137.189.27.61,7
2011-11-20 22:22:00,64.57.17.162,11
2011-11-20 22:22:00,206.12.24.110,14
2011-11-20 22:22:00,193.48.99.79,21
2011-11-20 22:22:00,130.246.179.197,21
2011-11-20 22:22:00,90.147.67.252,22
2011-11-22 17:22:00,137.189.27.61,7
2011-11-22 17:22:00,64.57.17.162,11
2011-11-22 17:22:00,206.12.24.110,14
2011-11-22 17:22:00,193.48.99.79,21
2011-11-22 17:22:00,130.246.179.197,21
2011-11-22 17:22:00,90.147.67.252,22
2011-11-27 20:52:00,137.189.27.61,7
2011-11-27 20:52:00,64.57.17.162,11
2011-11-27 20:52:00,206.12.24.110,14
2011-11-27 20:52:00,193.48.99.79,21
2011-11-27 20:52:00,130.246.179.197,21
2011-11-27 20:52:00,90.147.67.252,22
2011-11-22 18:22:00,137.189.27.61,7
2011-11-22 18:22:00,64.57.17.162,11
2011-11-22 18:22:00,206.12.24.110,14
2011-11-22 18:22:00,193.48.99.79,21
2011-11-22 18:22:00,130.246.179.197,21
2011-11-22 18:22:00,90.147.67.252,22
2011-11-18 00:52:00,137.189.27.61,7
2011-11-18 00:52:00,64.57.17.162,11
2011-11-18 00:52:00,206.12.24.110,14
2011-11-18 00:52:00,193.48.99.79,21
2011-11-18 00:52:00,130.246.179.197,21
2011-11-18 00:52:00,90.147.67.252,23
2011-11-22 21:52:00,137.189.27.61,7
2011-11-22 21:52:00,64.57.17.162,11
2011-11-22 21:52:00,206.12.24.110,14
2011-11-22 21:52:00,193.48.99.79,21
2011-11-22 21:52:00,130.246.179.197,21
2011-11-16 20:22:00,137.189.27.61,7
2011-11-16 20:22:00,64.57.17.162,11
2011-11-16 20:22:00,206.12.24.110,14
2011-11-16 20:22:00,193.48.99.79,21
2011-11-16 20:22:00,130.246.179.197,21
2011-11-16 20:22:00,90.147.67.252,22
2011-11-13 09:22:00,137.189.27.61,7
2011-11-13 09:22:00,64.57.17.162,11
2011-11-13 09:22:00,206.12.24.110,15
2011-11-13 09:22:00,193.48.99.79,21
2011-11-13 09:22:00,130.246.179.197,21
2011-11-13 09:22:00,90.147.67.252,22
2011-11-26 10:52:00,137.189.27.61,7
2011-11-26 10:52:00,64.57.17.162,11
2011-11-26 10:52:00,206.12.24.110,14
2011-11-26 10:52:00,193.48.99.79,21
2011-11-26 10:52:00,130.246.179.197,21
2011-11-26 10:52:00,90.147.67.252,22
2011-11-25 08:22:00,137.189.27.61,7
2011-11-25 08:22:00,64.57.17.162,11
2011-11-25 08:22:00,206.12.24.110,14
2011-11-25 08:22:00,193.48.99.79,21
2011-11-25 08:22:00,130.246.179.197,21
2011-11-25 08:22:00,90.147.67.252,22
2011-11-17 03:52:00,137.189.27.61,7
2011-11-17 03:52:00,64.57.17.162,11
2011-11-17 03:52:00,206.12.24.110,14
2011-11-17 03:52:00,193.48.99.79,21
2011-11-17 03:52:00,130.246.179.197,21
2011-11-17 03:52:00,90.147.67.252,22
2011-11-12 21:22:00,137.189.27.61,7
2011-11-12 21:22:00,64.57.17.162,11
2011-11-12 21:22:00,206.12.24.110,14
2011-11-12 21:22:00,193.48.99.79,21
2011-11-12 21:22:00,130.246.179.197,21
2011-11-12 21:22:00,90.147.67.252,22
2011-11-21 15:52:00,137.189.27.61,7
2011-11-21 15:52:00,64.57.17.162,11
2011-11-21 15:52:00,206.12.24.110,14
2011-11-21 15:52:00,193.48.99.79,21
2011-11-21 15:52:00,130.246.179.197,21
2011-11-21 15:52:00,90.147.67.252,22
2011-11-22 06:52:00,137.189.27.61,7
2011-11-22 06:52:00,64.57.17.162,11
2011-11-22 06:52:00,206.12.24.110,14
2011-11-22 06:52:00,193.48.99.79,21
2011-11-22 06:52:00,130.246.179.197,21
2011-11-22 06:52:00,90.147.67.252,22
2011-11-19 12:22:00,137.189.27.61,7
2011-11-19 12:22:00,64.57.17.162,11
2011-11-19 12:22:00,206.12.24.110,14
2011-11-19 12:22:00,193.48.99.79,21
2011-11-19 12:22:00,130.246.179.197,21
2011-11-19 12:22:00,90.147.67.252,22
2011-11-24 14:22:00,137.189.27.61,7
2011-11-24 14:22:00,64.57.17.162,11
2011-11-24 14:22:00,206.12.24.110,14
2011-11-24 14:22:00,193.48.99.79,21
